agents,kmax,percent,ratio,profit,distance
4,37,-1,0.30,205,525793.43
4,37,-1,0.30,230,764135.56
4,37,-1,0.30,255,801104.13
4,37,-1,0.30,280,1051750.95
4,39,-1,0.30,5,60971.98
4,39,-1,0.30,30,86586.50
4,39,-1,0.30,55,169130.77
4,39,-1,0.30,80,196038.63
4,39,-1,0.30,105,246862.45
4,39,-1,0.30,130,346301.35
4,39,-1,0.30,155,385960.95
4,39,-1,0.30,180,455735.40
4,39,-1,0.30,205,525793.43
4,39,-1,0.30,230,764135.56
4,39,-1,0.30,255,801104.13
4,39,-1,0.30,280,1051750.95
8,1,-1,0.30,5,60971.98
8,1,-1,0.30,30,86586.50
8,1,-1,0.30,55,169160.13
8,1,-1,0.30,80,196093.17
8,1,-1,0.30,105,251119.48
8,1,-1,0.30,130,360651.78
8,1,-1,0.30,155,404586.22
8,1,-1,0.30,180,556047.41
8,1,-1,0.30,205,867742.93
8,1,-1,0.30,230,1002350.57
8,1,-1,0.30,255,1279025.26
8,1,-1,0.30,280,1563625.27
8,3,-1,0.30,5,60971.98
8,3,-1,0.30,30,86586.50
8,3,-1,0.30,55,169160.13
8,3,-1,0.30,80,196093.17
8,3,-1,0.30,105,251119.48
8,3,-1,0.30,130,360651.78
8,3,-1,0.30,155,404468.87
8,3,-1,0.30,180,555732.78
8,3,-1,0.30,205,854368.78
8,3,-1,0.30,230,1000373.01
8,3,-1,0.30,255,1247391.65
8,3,-1,0.30,280,1536209.48
8,5,-1,0.30,5,60971.98
8,5,-1,0.30,30,86586.50
8,5,-1,0.30,55,169160.13
8,5,-1,0.30,80,196093.17
8,5,-1,0.30,105,251119.48
8,5,-1,0.30,130,360651.78
8,5,-1,0.30,155,404468.87
8,5,-1,0.30,180,555732.78
8,5,-1,0.30,205,854144.88
8,5,-1,0.30,230,995268.66
8,5,-1,0.30,255,1236977.50
8,5,-1,0.30,280,1530956.40
8,7,-1,0.30,5,60971.98
8,7,-1,0.30,30,86586.50
8,7,-1,0.30,55,169160.13
8,7,-1,0.30,80,196093.17
8,7,-1,0.30,105,251119.48
8,7,-1,0.30,130,360651.78
8,7,-1,0.30,155,404468.87
8,7,-1,0.30,180,555732.78
8,7,-1,0.30,205,854094.17
8,7,-1,0.30,230,990964.48
8,7,-1,0.30,255,1235050.24
8,7,-1,0.30,280,1525188.75
8,9,-1,0.30,5,60971.98
8,9,-1,0.30,30,86586.50
