coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
dist,8,2.00000,190,661129.21
dist,10,2.00000,190,662519.03
dist,1,4.00000,190,261581.38
dist,2,4.00000,190,347332.21
dist,4,4.00000,190,497535.92
dist,8,4.00000,190,661129.21
dist,10,4.00000,190,662519.03
dist,1,8.00000,190,261581.38
dist,2,8.00000,190,347332.21
dist,4,8.00000,190,497535.92
dist,8,8.00000,190,661129.21
dist,10,8.00000,190,662519.03
dist,1,16.00000,190,261581.38
dist,2,16.00000,190,347332.21
dist,4,16.00000,190,497535.92
dist,8,16.00000,190,661129.21
dist,10,16.00000,190,662519.03
dist,1,32.00000,190,261581.38
dist,2,32.00000,190,347332.21
dist,4,32.00000,190,497535.92
dist,8,32.00000,190,661129.21
dist,10,32.00000,190,662519.03
dist,1,64.00000,190,261581.38
dist,2,64.00000,190,347332.21
dist,4,64.00000,190,497535.92
dist,8,64.00000,190,661129.21
dist,10,64.00000,190,662519.03
dist,1,-1.00000,195,558246.54
dist,2,-1.00000,195,822913.33
dist,4,-1.00000,195,1332794.63
dist,8,-1.00000,195,2014330.54
dist,10,-1.00000,195,2359304.75
dist,1,0.03125,195,451537.15
dist,2,0.03125,195,506596.17
dist,4,0.03125,195,542324.97
dist,8,0.03125,195,761533.29
dist,10,0.03125,195,778991.64
dist,1,0.06250,195,451537.15
dist,2,0.06250,195,506596.17
dist,4,0.06250,195,542324.97
dist,8,0.06250,195,761533.29
dist,10,0.06250,195,778991.64
dist,1,0.12500,195,451537.15
dist,2,0.12500,195,506596.17
dist,4,0.12500,195,542324.97
dist,8,0.12500,195,761533.29
dist,10,0.12500,195,778991.64
dist,1,0.25000,195,451537.15
dist,2,0.25000,195,506596.17
dist,4,0.25000,195,542324.97
dist,8,0.25000,195,761533.29
dist,10,0.25000,195,778991.64
dist,1,0.50000,195,451537.15
dist,2,0.50000,195,506596.17
dist,4,0.50000,195,542324.97
dist,8,0.50000,195,761533.29
dist,10,0.50000,195,778991.64
dist,1,1.00000,195,451537.15
dist,2,1.00000,195,506596.17
dist,4,1.00000,195,542324.97
dist,8,1.00000,195,761533.29
dist,10,1.00000,195,778991.64
dist,1,2.00000,195,451537.15
dist,2,2.00000,195,506596.17
dist,4,2.00000,195,542324.97
dist,8,2.00000,195,761533.29
dist,10,2.00000,195,778991.64
dist,1,4.00000,195,451537.15
dist,2,4.00000,195,506596.17
dist,4,4.00000,195,542324.97
dist,8,4.00000,195,761533.29
dist,10,4.00000,195,778991.64
dist,1,8.00000,195,451537.15
dist,2,8.00000,195,506596.17
dist,4,8.00000,195,542324.97
dist,8,8.00000,195,761533.29
dist,10,8.00000,195,778991.64
dist,1,16.00000,195,451537.15
dist,2,16.00000,195,506596.17
dist,4,16.00000,195,542324.97
dist,8,16.00000,195,761533.29
dist,10,16.00000,195,778991.64
dist,1,32.00000,195,451537.15
dist,2,32.00000,195,506596.17
dist,4,32.00000,195,542324.97
dist,8,32.00000,195,761533.29
dist,10,32.00000,195,778991.64
dist,1,64.00000,195,451537.15
dist,2,64.00000,195,506596.17
dist,4,64.00000,195,542324.97
dist,8,64.00000,195,761533.29
dist,10,64.00000,195,778991.64
dist,1,-1.00000,200,558377.58
dist,2,-1.00000,200,824802.44
dist,4,-1.00000,200,1336342.84
dist,8,-1.00000,200,2018254.84
dist,10,-1.00000,200,2371014.80
dist,1,0.03125,200,460341.25
dist,2,0.03125,200,547271.13
dist,4,0.03125,200,673361.82
dist,8,0.03125,200,790753.43
dist,10,0.03125,200,802328.15
dist,1,0.06250,200,460341.25
dist,2,0.06250,200,547271.13
dist,4,0.06250,200,673361.82
dist,8,0.06250,200,790753.43
dist,10,0.06250,200,802328.15
dist,1,0.12500,200,460341.25
dist,2,0.12500,200,547271.13
dist,4,0.12500,200,673361.82
dist,8,0.12500,200,790753.43
dist,10,0.12500,200,802328.15
dist,1,0.25000,200,460341.25
dist,2,0.25000,200,547271.13
dist,4,0.25000,200,673361.82
dist,8,0.25000,200,790753.43
dist,10,0.25000,200,802328.15
dist,1,0.50000,200,460341.25
dist,2,0.50000,200,547271.13
dist,4,0.50000,200,673361.82
dist,8,0.50000,200,790753.43
dist,10,0.50000,200,802328.15
dist,1,1.00000,200,460341.25
dist,2,1.00000,200,547271.13
dist,4,1.00000,200,673361.82
dist,8,1.00000,200,790753.43
dist,10,1.00000,200,802328.15
dist,1,2.00000,200,460341.25
dist,2,2.00000,200,547271.13
dist,4,2.00000,200,673361.82
dist,8,2.00000,200,790753.43
dist,10,2.00000,200,802328.15
dist,1,4.00000,200,460341.25
dist,2,4.00000,200,547271.13
dist,4,4.00000,200,673361.82
dist,8,4.00000,200,790753.43
dist,10,4.00000,200,802328.15
dist,1,8.00000,200,460341.25
dist,2,8.00000,200,547271.13
dist,4,8.00000,200,673361.82
dist,8,8.00000,200,790753.43
dist,10,8.00000,200,802328.15
dist,1,16.00000,200,460341.25
dist,2,16.00000,200,547271.13
dist,4,16.00000,200,673361.82
dist,8,16.00000,200,790753.43
dist,10,16.00000,200,802328.15
dist,1,32.00000,200,460341.25
dist,2,32.00000,200,547271.13
dist,4,32.00000,200,673361.82
dist,8,32.00000,200,790753.43
dist,10,32.00000,200,802328.15
dist,1,64.00000,200,460341.25
dist,2,64.00000,200,547271.13
dist,4,64.00000,200,673361.82
dist,8,64.00000,200,790753.43
dist,10,64.00000,200,802328.15
dist,1,-1.00000,205,560443.99
dist,2,-1.00000,205,824971.65
dist,4,-1.00000,205,1339947.82
dist,8,-1.00000,205,2025356.49
dist,10,-1.00000,205,2381333.34
dist,1,0.03125,205,462155.35
dist,2,0.03125,205,558427.68
dist,4,0.03125,205,713420.26
dist,8,0.03125,205,884386.67
dist,10,0.03125,205,900778.93
dist,1,0.06250,205,462155.35
dist,2,0.06250,205,558427.68
dist,4,0.06250,205,713420.26
dist,8,0.06250,205,884386.67
dist,10,0.06250,205,900778.93
dist,1,0.12500,205,462155.35
dist,2,0.12500,205,558427.68
dist,4,0.12500,205,713420.26
dist,8,0.12500,205,884386.67
dist,10,0.12500,205,900778.93
dist,1,0.25000,205,462155.35
dist,2,0.25000,205,558427.68
dist,4,0.25000,205,713420.26
dist,8,0.25000,205,884386.67
dist,10,0.25000,205,900778.93
dist,1,0.50000,205,462155.35
dist,2,0.50000,205,558427.68
dist,4,0.50000,205,713420.26
dist,8,0.50000,205,884386.67
dist,10,0.50000,205,900778.93
dist,1,1.00000,205,462155.35
dist,2,1.00000,205,558427.68
dist,4,1.00000,205,713420.26
dist,8,1.00000,205,884386.67
dist,10,1.00000,205,900778.93
dist,1,2.00000,205,462155.35
dist,2,2.00000,205,558427.68
dist,4,2.00000,205,713420.26
dist,8,2.00000,205,884386.67
dist,10,2.00000,205,900778.93
dist,1,4.00000,205,462155.35
dist,2,4.00000,205,558427.68
dist,4,4.00000,205,713420.26
dist,8,4.00000,205,884386.67
dist,10,4.00000,205,900778.93
dist,1,8.00000,205,462155.35
dist,2,8.00000,205,558427.68
dist,4,8.00000,205,713420.26
dist,8,8.00000,205,884386.67
dist,10,8.00000,205,900778.93
dist,1,16.00000,205,462155.35
dist,2,16.00000,205,558427.68
dist,4,16.00000,205,713420.26
dist,8,16.00000,205,884386.67
dist,10,16.00000,205,900778.93
dist,1,32.00000,205,462155.35
dist,2,32.00000,205,558427.68
dist,4,32.00000,205,713420.26
dist,8,32.00000,205,884386.67
dist,10,32.00000,205,900778.93
dist,1,64.00000,205,462155.35
dist,2,64.00000,205,558427.68
dist,4,64.00000,205,713420.26
dist,8,64.00000,205,884386.67
dist,10,64.00000,205,900778.93
dist,1,-1.00000,210,563150.87
dist,2,-1.00000,210,830527.89
dist,4,-1.00000,210,1348246.94
dist,8,-1.00000,210,2041926.82
dist,10,-1.00000,210,2407984.68
dist,1,0.03125,210,464245.67
dist,2,0.03125,210,582107.59
dist,4,0.03125,210,741085.85
dist,8,0.03125,210,910910.15
dist,10,0.03125,210,926101.26
dist,1,0.06250,210,464245.67
dist,2,0.06250,210,582107.59
dist,4,0.06250,210,741085.85
dist,8,0.06250,210,910910.15
dist,10,0.06250,210,926101.26
dist,1,0.12500,210,464245.67
dist,2,0.12500,210,582107.59
dist,4,0.12500,210,741085.85
dist,8,0.12500,210,910910.15
dist,10,0.12500,210,926101.26
dist,1,0.25000,210,464245.67
dist,2,0.25000,210,582107.59
dist,4,0.25000,210,741085.85
dist,8,0.25000,210,910910.15
dist,10,0.25000,210,926101.26
dist,1,0.50000,210,464245.67
dist,2,0.50000,210,582107.59
dist,4,0.50000,210,741085.85
dist,8,0.50000,210,910910.15
dist,10,0.50000,210,926101.26
dist,1,1.00000,210,464245.67
dist,2,1.00000,210,582107.59
dist,4,1.00000,210,741085.85
dist,8,1.00000,210,910910.15
dist,10,1.00000,210,926101.26
dist,1,2.00000,210,464245.67
dist,2,2.00000,210,582107.59
dist,4,2.00000,210,741085.85
dist,8,2.00000,210,910910.15
dist,10,2.00000,210,926101.26
dist,1,4.00000,210,464245.67
dist,2,4.00000,210,582107.59
dist,4,4.00000,210,741085.85
dist,8,4.00000,210,910910.15
dist,10,4.00000,210,926101.26
dist,1,8.00000,210,464245.67
dist,2,8.00000,210,582107.59
dist,4,8.00000,210,741085.85
dist,8,8.00000,210,910910.15
dist,10,8.00000,210,926101.26
dist,1,16.00000,210,464245.67
dist,2,16.00000,210,582107.59
dist,4,16.00000,210,741085.85
dist,8,16.00000,210,910910.15
dist,10,16.00000,210,926101.26
dist,1,32.00000,210,464245.67
dist,2,32.00000,210,582107.59
dist,4,32.00000,210,741085.85
dist,8,32.00000,210,910910.15
dist,10,32.00000,210,926101.26
dist,1,64.00000,210,464245.67
dist,2,64.00000,210,582107.59
dist,4,64.00000,210,741085.85
dist,8,64.00000,210,910910.15
dist,10,64.00000,210,926101.26
dist,1,-1.00000,215,570541.82
dist,2,-1.00000,215,842216.74
dist,4,-1.00000,215,1381308.03
dist,8,-1.00000,215,2093880.58
dist,10,-1.00000,215,2470395.69
dist,1,0.03125,215,465840.63
dist,2,0.03125,215,584421.25
dist,4,0.03125,215,753000.14
dist,8,0.03125,215,923779.24
dist,10,0.03125,215,940537.85
dist,1,0.06250,215,465840.63
dist,2,0.06250,215,584421.25
dist,4,0.06250,215,753000.14
dist,8,0.06250,215,923779.24
dist,10,0.06250,215,940537.85
dist,1,0.12500,215,465840.63
dist,2,0.12500,215,584421.25
dist,4,0.12500,215,753000.14
dist,8,0.12500,215,923779.24
dist,10,0.12500,215,940537.85
dist,1,0.25000,215,465840.63
dist,2,0.25000,215,584421.25
dist,4,0.25000,215,753000.14
dist,8,0.25000,215,923779.24
dist,10,0.25000,215,940537.85
dist,1,0.50000,215,465840.63
dist,2,0.50000,215,584421.25
dist,4,0.50000,215,753000.14
dist,8,0.50000,215,923779.24
dist,10,0.50000,215,940537.85
dist,1,1.00000,215,465840.63
dist,2,1.00000,215,584421.25
dist,4,1.00000,215,753000.14
dist,8,1.00000,215,923779.24
dist,10,1.00000,215,940537.85
dist,1,2.00000,215,465840.63
dist,2,2.00000,215,584421.25
dist,4,2.00000,215,753000.14
dist,8,2.00000,215,923779.24
dist,10,2.00000,215,940537.85
dist,1,4.00000,215,465840.63
dist,2,4.00000,215,584421.25
dist,4,4.00000,215,753000.14
dist,8,4.00000,215,923779.24
dist,10,4.00000,215,940537.85
dist,1,8.00000,215,465840.63
dist,2,8.00000,215,584421.25
dist,4,8.00000,215,753000.14
dist,8,8.00000,215,923779.24
dist,10,8.00000,215,940537.85
dist,1,16.00000,215,465840.63
dist,2,16.00000,215,584421.25
dist,4,16.00000,215,753000.14
dist,8,16.00000,215,923779.24
dist,10,16.00000,215,940537.85
dist,1,32.00000,215,465840.63
dist,2,32.00000,215,584421.25
dist,4,32.00000,215,753000.14
dist,8,32.00000,215,923779.24
dist,10,32.00000,215,940537.85
dist,1,64.00000,215,465840.63
dist,2,64.00000,215,584421.25
dist,4,64.00000,215,753000.14
dist,8,64.00000,215,923779.24
dist,10,64.00000,215,940537.85
dist,1,-1.00000,220,575428.73
dist,2,-1.00000,220,854414.79
dist,4,-1.00000,220,1405204.31
dist,8,-1.00000,220,2135662.33
dist,10,-1.00000,220,2505650.44
dist,1,0.03125,220,467248.93
dist,2,0.03125,220,585232.44
dist,4,0.03125,220,753197.35
dist,8,0.03125,220,930359.63
dist,10,0.03125,220,942498.81
dist,1,0.06250,220,467248.93
dist,2,0.06250,220,585232.44
dist,4,0.06250,220,753197.35
dist,8,0.06250,220,930359.63
dist,10,0.06250,220,942498.81
dist,1,0.12500,220,467248.93
dist,2,0.12500,220,585232.44
dist,4,0.12500,220,753197.35
dist,8,0.12500,220,930359.63
dist,10,0.12500,220,942498.81
dist,1,0.25000,220,467248.93
dist,2,0.25000,220,585232.44
dist,4,0.25000,220,753197.35
dist,8,0.25000,220,930359.63
dist,10,0.25000,220,942498.81
dist,1,0.50000,220,467248.93
dist,2,0.50000,220,585232.44
dist,4,0.50000,220,753197.35
dist,8,0.50000,220,930359.63
dist,10,0.50000,220,942498.81
dist,1,1.00000,220,467248.93
dist,2,1.00000,220,585232.44
dist,4,1.00000,220,753197.35
dist,8,1.00000,220,930359.63
dist,10,1.00000,220,942498.81
dist,1,2.00000,220,467248.93
dist,2,2.00000,220,585232.44
dist,4,2.00000,220,753197.35
dist,8,2.00000,220,930359.63
dist,10,2.00000,220,942498.81
dist,1,4.00000,220,467248.93
dist,2,4.00000,220,585232.44
dist,4,4.00000,220,753197.35
dist,8,4.00000,220,930359.63
dist,10,4.00000,220,942498.81
dist,1,8.00000,220,467248.93
dist,2,8.00000,220,585232.44
dist,4,8.00000,220,753197.35
dist,8,8.00000,220,930359.63
dist,10,8.00000,220,942498.81
dist,1,16.00000,220,467248.93
dist,2,16.00000,220,585232.44
dist,4,16.00000,220,753197.35
dist,8,16.00000,220,930359.63
dist,10,16.00000,220,942498.81
dist,1,32.00000,220,467248.93
dist,2,32.00000,220,585232.44
dist,4,32.00000,220,753197.35
dist,8,32.00000,220,930359.63
dist,10,32.00000,220,942498.81
dist,1,64.00000,220,467248.93
dist,2,64.00000,220,585232.44
dist,4,64.00000,220,753197.35
dist,8,64.00000,220,930359.63
dist,10,64.00000,220,942498.81
dist,1,-1.00000,225,599930.22
dist,2,-1.00000,225,873065.18
dist,4,-1.00000,225,1420113.71
dist,8,-1.00000,225,2174280.95
dist,10,-1.00000,225,2550366.40
dist,1,0.03125,225,467255.74
dist,2,0.03125,225,599883.75
dist,4,0.03125,225,755838.64
dist,8,0.03125,225,944281.35
dist,10,0.03125,225,956531.38
dist,1,0.06250,225,467255.74
dist,2,0.06250,225,599883.75
dist,4,0.06250,225,755838.64
dist,8,0.06250,225,944281.35
dist,10,0.06250,225,956531.38
dist,1,0.12500,225,467255.74
dist,2,0.12500,225,599883.75
dist,4,0.12500,225,755838.64
dist,8,0.12500,225,944281.35
dist,10,0.12500,225,956531.38
dist,1,0.25000,225,467255.74
dist,2,0.25000,225,599883.75
dist,4,0.25000,225,755838.64
dist,8,0.25000,225,944281.35
dist,10,0.25000,225,956531.38
dist,1,0.50000,225,467255.74
dist,2,0.50000,225,599883.75
dist,4,0.50000,225,755838.64
dist,8,0.50000,225,944281.35
dist,10,0.50000,225,956531.38
dist,1,1.00000,225,467255.74
dist,2,1.00000,225,599883.75
dist,4,1.00000,225,755838.64
dist,8,1.00000,225,944281.35
dist,10,1.00000,225,956531.38
dist,1,2.00000,225,467255.74
dist,2,2.00000,225,599883.75
dist,4,2.00000,225,755838.64
dist,8,2.00000,225,944281.35
dist,10,2.00000,225,956531.38
dist,1,4.00000,225,467255.74
dist,2,4.00000,225,599883.75
dist,4,4.00000,225,755838.64
dist,8,4.00000,225,944281.35
dist,10,4.00000,225,956531.38
dist,1,8.00000,225,467255.74
dist,2,8.00000,225,599883.75
dist,4,8.00000,225,755838.64
dist,8,8.00000,225,944281.35
dist,10,8.00000,225,956531.38
dist,1,16.00000,225,467255.74
dist,2,16.00000,225,599883.75
dist,4,16.00000,225,755838.64
dist,8,16.00000,225,944281.35
dist,10,16.00000,225,956531.38
dist,1,32.00000,225,467255.74
dist,2,32.00000,225,599883.75
dist,4,32.00000,225,755838.64
dist,8,32.00000,225,944281.35
dist,10,32.00000,225,956531.38
dist,1,64.00000,225,467255.74
dist,2,64.00000,225,599883.75
dist,4,64.00000,225,755838.64
dist,8,64.00000,225,944281.35
dist,10,64.00000,225,956531.38
dist,1,-1.00000,230,625442.37
dist,2,-1.00000,230,906353.02
dist,4,-1.00000,230,1471825.29
dist,8,-1.00000,230,2281768.59
dist,10,-1.00000,230,2661770.61
dist,1,0.03125,230,468416.05
dist,2,0.03125,230,603391.31
dist,4,0.03125,230,761762.20
dist,8,0.03125,230,979130.87
dist,10,0.03125,230,994097.14
dist,1,0.06250,230,468416.05
dist,2,0.06250,230,603391.31
dist,4,0.06250,230,761762.20
dist,8,0.06250,230,979130.87
dist,10,0.06250,230,994097.14
dist,1,0.12500,230,468416.05
dist,2,0.12500,230,603391.31
dist,4,0.12500,230,761762.20
dist,8,0.12500,230,979130.87
dist,10,0.12500,230,994097.14
dist,1,0.25000,230,468416.05
dist,2,0.25000,230,603391.31
dist,4,0.25000,230,761762.20
dist,8,0.25000,230,979130.87
dist,10,0.25000,230,994097.14
dist,1,0.50000,230,468416.05
dist,2,0.50000,230,603391.31
dist,4,0.50000,230,761762.20
dist,8,0.50000,230,979130.87
dist,10,0.50000,230,994097.14
dist,1,1.00000,230,468416.05
dist,2,1.00000,230,603391.31
dist,4,1.00000,230,761762.20
dist,8,1.00000,230,979130.87
dist,10,1.00000,230,994097.14
dist,1,2.00000,230,468416.05
dist,2,2.00000,230,603391.31
dist,4,2.00000,230,761762.20
dist,8,2.00000,230,979130.87
dist,10,2.00000,230,994097.14
dist,1,4.00000,230,468416.05
dist,2,4.00000,230,603391.31
dist,4,4.00000,230,761762.20
dist,8,4.00000,230,979130.87
dist,10,4.00000,230,994097.14
dist,1,8.00000,230,468416.05
dist,2,8.00000,230,603391.31
dist,4,8.00000,230,761762.20
dist,8,8.00000,230,979130.87
dist,10,8.00000,230,994097.14
dist,1,16.00000,230,468416.05
dist,2,16.00000,230,603391.31
dist,4,16.00000,230,761762.20
dist,8,16.00000,230,979130.87
dist,10,16.00000,230,994097.14
dist,1,32.00000,230,468416.05
dist,2,32.00000,230,603391.31
dist,4,32.00000,230,761762.20
dist,8,32.00000,230,979130.87
dist,10,32.00000,230,994097.14
dist,1,64.00000,230,468416.05
dist,2,64.00000,230,603391.31
dist,4,64.00000,230,761762.20
dist,8,64.00000,230,979130.87
dist,10,64.00000,230,994097.14
dist,1,-1.00000,235,767950.96
dist,2,-1.00000,235,1124458.34
dist,4,-1.00000,235,1779750.29
dist,8,-1.00000,235,2719802.85
dist,10,-1.00000,235,3124184.93
dist,1,0.03125,235,470917.14
dist,2,0.03125,235,605256.73
dist,4,0.03125,235,764539.38
dist,8,0.03125,235,1012988.93
dist,10,0.03125,235,1030083.46
dist,1,0.06250,235,470917.14
dist,2,0.06250,235,605256.73
dist,4,0.06250,235,764539.38
dist,8,0.06250,235,1012988.93
dist,10,0.06250,235,1030083.46
dist,1,0.12500,235,470917.14
dist,2,0.12500,235,605256.73
dist,4,0.12500,235,764539.38
dist,8,0.12500,235,1012988.93
dist,10,0.12500,235,1030083.46
dist,1,0.25000,235,470917.14
dist,2,0.25000,235,605256.73
dist,4,0.25000,235,764539.38
dist,8,0.25000,235,1012988.93
dist,10,0.25000,235,1030083.46
dist,1,0.50000,235,470917.14
dist,2,0.50000,235,605256.73
dist,4,0.50000,235,764539.38
dist,8,0.50000,235,1012988.93
dist,10,0.50000,235,1030083.46
dist,1,1.00000,235,470917.14
dist,2,1.00000,235,605256.73
dist,4,1.00000,235,764539.38
dist,8,1.00000,235,1012988.93
dist,10,1.00000,235,1030083.46
dist,1,2.00000,235,470917.14
dist,2,2.00000,235,605256.73
dist,4,2.00000,235,764539.38
dist,8,2.00000,235,1012988.93
dist,10,2.00000,235,1030083.46
dist,1,4.00000,235,470917.14
dist,2,4.00000,235,605256.73
dist,4,4.00000,235,764539.38
dist,8,4.00000,235,1012988.93
dist,10,4.00000,235,1030083.46
dist,1,8.00000,235,470917.14
dist,2,8.00000,235,605256.73
dist,4,8.00000,235,764539.38
dist,8,8.00000,235,1012988.93
dist,10,8.00000,235,1030083.46
dist,1,16.00000,235,470917.14
dist,2,16.00000,235,605256.73
dist,4,16.00000,235,764539.38
dist,8,16.00000,235,1012988.93
dist,10,16.00000,235,1030083.46
dist,1,32.00000,235,470917.14
dist,2,32.00000,235,605256.73
dist,4,32.00000,235,764539.38
dist,8,32.00000,235,1012988.93
dist,10,32.00000,235,1030083.46
dist,1,64.00000,235,470917.14
dist,2,64.00000,235,605256.73
dist,4,64.00000,235,764539.38
dist,8,64.00000,235,1012988.93
dist,10,64.00000,235,1030083.46
dist,1,-1.00000,240,912362.24
dist,2,-1.00000,240,1461046.38
dist,4,-1.00000,240,2481919.97
dist,8,-1.00000,240,4134560.89
dist,10,-1.00000,240,4677210.00
dist,1,0.03125,240,481618.60
dist,2,0.03125,240,610377.30
dist,4,0.03125,240,769428.91
dist,8,0.03125,240,1021971.83
dist,10,0.03125,240,1072056.65
dist,1,0.06250,240,481618.60
dist,2,0.06250,240,610377.30
dist,4,0.06250,240,769428.91
dist,8,0.06250,240,1021971.83
dist,10,0.06250,240,1072056.65
dist,1,0.12500,240,481618.60
dist,2,0.12500,240,610377.30
dist,4,0.12500,240,769428.91
dist,8,0.12500,240,1021971.83
dist,10,0.12500,240,1072056.65
dist,1,0.25000,240,481618.60
dist,2,0.25000,240,610377.30
dist,4,0.25000,240,769428.91
dist,8,0.25000,240,1021971.83
dist,10,0.25000,240,1072056.65
dist,1,0.50000,240,481618.60
dist,2,0.50000,240,610377.30
dist,4,0.50000,240,769428.91
dist,8,0.50000,240,1021971.83
dist,10,0.50000,240,1072056.65
dist,1,1.00000,240,481618.60
dist,2,1.00000,240,610377.30
dist,4,1.00000,240,769428.91
dist,8,1.00000,240,1021971.83
dist,10,1.00000,240,1072056.65
dist,1,2.00000,240,481618.60
dist,2,2.00000,240,610377.30
dist,4,2.00000,240,769428.91
dist,8,2.00000,240,1021971.83
dist,10,2.00000,240,1072056.65
dist,1,4.00000,240,481618.60
dist,2,4.00000,240,610377.30
dist,4,4.00000,240,769428.91
dist,8,4.00000,240,1021971.83
dist,10,4.00000,240,1072056.65
dist,1,8.00000,240,481618.60
dist,2,8.00000,240,610377.30
dist,4,8.00000,240,769428.91
dist,8,8.00000,240,1021971.83
dist,10,8.00000,240,1072056.65
dist,1,16.00000,240,481618.60
dist,2,16.00000,240,610377.30
dist,4,16.00000,240,769428.91
dist,8,16.00000,240,1021971.83
dist,10,16.00000,240,1072056.65
dist,1,32.00000,240,481618.60
dist,2,32.00000,240,610377.30
dist,4,32.00000,240,769428.91
dist,8,32.00000,240,1021971.83
dist,10,32.00000,240,1072056.65
dist,1,64.00000,240,481618.60
dist,2,64.00000,240,610377.30
dist,4,64.00000,240,769428.91
dist,8,64.00000,240,1021971.83
dist,10,64.00000,240,1072056.65
dist,1,-1.00000,245,924397.38
dist,2,-1.00000,245,1468495.40
dist,4,-1.00000,245,2493705.16
dist,8,-1.00000,245,4155134.42
dist,10,-1.00000,245,4707682.03
dist,1,0.03125,245,550019.15
dist,2,0.03125,245,625968.57
dist,4,0.03125,245,785953.83
dist,8,0.03125,245,1074471.53
dist,10,0.03125,245,1116840.90
dist,1,0.06250,245,550019.15
dist,2,0.06250,245,625968.57
dist,4,0.06250,245,785953.83
dist,8,0.06250,245,1074471.53
dist,10,0.06250,245,1116840.90
dist,1,0.12500,245,550019.15
dist,2,0.12500,245,625968.57
dist,4,0.12500,245,785953.83
dist,8,0.12500,245,1074471.53
dist,10,0.12500,245,1116840.90
dist,1,0.25000,245,550019.15
dist,2,0.25000,245,625968.57
dist,4,0.25000,245,785953.83
dist,8,0.25000,245,1074471.53
dist,10,0.25000,245,1116840.90
dist,1,0.50000,245,550019.15
dist,2,0.50000,245,625968.57
dist,4,0.50000,245,785953.83
dist,8,0.50000,245,1074471.53
dist,10,0.50000,245,1116840.90
dist,1,1.00000,245,550019.15
dist,2,1.00000,245,625968.57
dist,4,1.00000,245,785953.83
dist,8,1.00000,245,1074471.53
dist,10,1.00000,245,1116840.90
dist,1,2.00000,245,550019.15
dist,2,2.00000,245,625968.57
dist,4,2.00000,245,785953.83
dist,8,2.00000,245,1074471.53
dist,10,2.00000,245,1116840.90
dist,1,4.00000,245,550019.15
dist,2,4.00000,245,625968.57
dist,4,4.00000,245,785953.83
dist,8,4.00000,245,1074471.53
dist,10,4.00000,245,1116840.90
dist,1,8.00000,245,550019.15
dist,2,8.00000,245,625968.57
dist,4,8.00000,245,785953.83
dist,8,8.00000,245,1074471.53
dist,10,8.00000,245,1116840.90
dist,1,16.00000,245,550019.15
dist,2,16.00000,245,625968.57
dist,4,16.00000,245,785953.83
dist,8,16.00000,245,1074471.53
dist,10,16.00000,245,1116840.90
dist,1,32.00000,245,550019.15
dist,2,32.00000,245,625968.57
dist,4,32.00000,245,785953.83
dist,8,32.00000,245,1074471.53
dist,10,32.00000,245,1116840.90
dist,1,64.00000,245,550019.15
dist,2,64.00000,245,625968.57
dist,4,64.00000,245,785953.83
dist,8,64.00000,245,1074471.53
dist,10,64.00000,245,1116840.90
dist,1,-1.00000,250,941338.88
dist,2,-1.00000,250,1471562.55
dist,4,-1.00000,250,2495458.22
dist,8,-1.00000,250,4170238.12
dist,10,-1.00000,250,4727979.76
dist,1,0.03125,250,566996.47
dist,2,0.03125,250,681756.94
dist,4,0.03125,250,817964.63
dist,8,0.03125,250,1222574.28
dist,10,0.03125,250,1302279.25
dist,1,0.06250,250,566996.47
dist,2,0.06250,250,681756.94
dist,4,0.06250,250,817964.63
dist,8,0.06250,250,1222574.28
dist,10,0.06250,250,1302279.25
dist,1,0.12500,250,566996.47
dist,2,0.12500,250,681756.94
dist,4,0.12500,250,817964.63
dist,8,0.12500,250,1222574.28
dist,10,0.12500,250,1302279.25
dist,1,0.25000,250,566996.47
dist,2,0.25000,250,681756.94
dist,4,0.25000,250,817964.63
dist,8,0.25000,250,1222574.28
dist,10,0.25000,250,1302279.25
dist,1,0.50000,250,566996.47
dist,2,0.50000,250,681756.94
dist,4,0.50000,250,817964.63
dist,8,0.50000,250,1222574.28
dist,10,0.50000,250,1302279.25
dist,1,1.00000,250,566996.47
dist,2,1.00000,250,681756.94
dist,4,1.00000,250,817964.63
dist,8,1.00000,250,1222574.28
dist,10,1.00000,250,1302279.25
dist,1,2.00000,250,566996.47
dist,2,2.00000,250,681756.94
dist,4,2.00000,250,817964.63
dist,8,2.00000,250,1222574.28
dist,10,2.00000,250,1302279.25
dist,1,4.00000,250,566996.47
dist,2,4.00000,250,681756.94
dist,4,4.00000,250,817964.63
dist,8,4.00000,250,1222574.28
dist,10,4.00000,250,1302279.25
dist,1,8.00000,250,566996.47
dist,2,8.00000,250,681756.94
dist,4,8.00000,250,817964.63
dist,8,8.00000,250,1222574.28
dist,10,8.00000,250,1302279.25
dist,1,16.00000,250,566996.47
dist,2,16.00000,250,681756.94
dist,4,16.00000,250,817964.63
dist,8,16.00000,250,1222574.28
dist,10,16.00000,250,1302279.25
dist,1,32.00000,250,566996.47
dist,2,32.00000,250,681756.94
dist,4,32.00000,250,817964.63
dist,8,32.00000,250,1222574.28
dist,10,32.00000,250,1302279.25
dist,1,64.00000,250,566996.47
dist,2,64.00000,250,681756.94
dist,4,64.00000,250,817964.63
dist,8,64.00000,250,1222574.28
dist,10,64.00000,250,1302279.25
dist,1,-1.00000,255,943486.77
dist,2,-1.00000,255,1472586.75
