coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
dist,1,1.00000,65,159216.20
dist,2,1.00000,65,164887.82
dist,4,1.00000,65,171253.11
dist,8,1.00000,65,171296.65
dist,10,1.00000,65,171296.65
dist,1,2.00000,65,159216.20
dist,2,2.00000,65,164887.82
dist,4,2.00000,65,171253.11
dist,8,2.00000,65,171296.65
dist,10,2.00000,65,171296.65
dist,1,4.00000,65,159216.20
dist,2,4.00000,65,164887.82
dist,4,4.00000,65,171253.11
dist,8,4.00000,65,171296.65
dist,10,4.00000,65,171296.65
dist,1,8.00000,65,159216.20
dist,2,8.00000,65,164887.82
dist,4,8.00000,65,171253.11
dist,8,8.00000,65,171296.65
dist,10,8.00000,65,171296.65
dist,1,16.00000,65,159216.20
dist,2,16.00000,65,164887.82
dist,4,16.00000,65,171253.11
dist,8,16.00000,65,171296.65
dist,10,16.00000,65,171296.65
dist,1,32.00000,65,159216.20
dist,2,32.00000,65,164887.82
dist,4,32.00000,65,171253.11
dist,8,32.00000,65,171296.65
dist,10,32.00000,65,171296.65
dist,1,64.00000,65,159216.20
dist,2,64.00000,65,164887.82
dist,4,64.00000,65,171253.11
dist,8,64.00000,65,171296.65
dist,10,64.00000,65,171296.65
dist,1,-1.00000,70,175498.00
dist,2,-1.00000,70,274685.34
dist,4,-1.00000,70,414530.55
dist,8,-1.00000,70,615488.07
dist,10,-1.00000,70,689323.91
dist,1,0.03125,70,159216.20
dist,2,0.03125,70,168017.34
dist,4,0.03125,70,175799.11
dist,8,0.03125,70,175842.66
dist,10,0.03125,70,175842.66
dist,1,0.06250,70,159216.20
dist,2,0.06250,70,168017.34
dist,4,0.06250,70,175799.11
dist,8,0.06250,70,175842.66
dist,10,0.06250,70,175842.66
dist,1,0.12500,70,159216.20
dist,2,0.12500,70,168017.34
dist,4,0.12500,70,175799.11
dist,8,0.12500,70,175842.66
dist,10,0.12500,70,175842.66
dist,1,0.25000,70,159216.20
dist,2,0.25000,70,168017.34
dist,4,0.25000,70,175799.11
dist,8,0.25000,70,175842.66
dist,10,0.25000,70,175842.66
dist,1,0.50000,70,159216.20
dist,2,0.50000,70,168017.34
dist,4,0.50000,70,175799.11
dist,8,0.50000,70,175842.66
dist,10,0.50000,70,175842.66
dist,1,1.00000,70,159216.20
dist,2,1.00000,70,168017.34
dist,4,1.00000,70,175799.11
dist,8,1.00000,70,175842.66
dist,10,1.00000,70,175842.66
dist,1,2.00000,70,159216.20
dist,2,2.00000,70,168017.34
dist,4,2.00000,70,175799.11
dist,8,2.00000,70,175842.66
dist,10,2.00000,70,175842.66
dist,1,4.00000,70,159216.20
dist,2,4.00000,70,168017.34
dist,4,4.00000,70,175799.11
dist,8,4.00000,70,175842.66
dist,10,4.00000,70,175842.66
dist,1,8.00000,70,159216.20
dist,2,8.00000,70,168017.34
dist,4,8.00000,70,175799.11
dist,8,8.00000,70,175842.66
dist,10,8.00000,70,175842.66
dist,1,16.00000,70,159216.20
dist,2,16.00000,70,168017.34
dist,4,16.00000,70,175799.11
dist,8,16.00000,70,175842.66
dist,10,16.00000,70,175842.66
dist,1,32.00000,70,159216.20
dist,2,32.00000,70,168017.34
dist,4,32.00000,70,175799.11
dist,8,32.00000,70,175842.66
dist,10,32.00000,70,175842.66
dist,1,64.00000,70,159216.20
dist,2,64.00000,70,168017.34
dist,4,64.00000,70,175799.11
dist,8,64.00000,70,175842.66
dist,10,64.00000,70,175842.66
dist,1,-1.00000,75,182661.71
dist,2,-1.00000,75,284621.20
dist,4,-1.00000,75,436075.39
dist,8,-1.00000,75,651017.13
dist,10,-1.00000,75,728345.62
dist,1,0.03125,75,172582.08
dist,2,0.03125,75,193892.89
dist,4,0.03125,75,196038.63
dist,8,0.03125,75,196093.17
dist,10,0.03125,75,196093.17
dist,1,0.06250,75,172582.08
dist,2,0.06250,75,193892.89
dist,4,0.06250,75,196038.63
dist,8,0.06250,75,196093.17
dist,10,0.06250,75,196093.17
dist,1,0.12500,75,172582.08
dist,2,0.12500,75,193892.89
dist,4,0.12500,75,196038.63
dist,8,0.12500,75,196093.17
dist,10,0.12500,75,196093.17
dist,1,0.25000,75,172582.08
dist,2,0.25000,75,193892.89
dist,4,0.25000,75,196038.63
dist,8,0.25000,75,196093.17
dist,10,0.25000,75,196093.17
dist,1,0.50000,75,172582.08
dist,2,0.50000,75,193892.89
dist,4,0.50000,75,196038.63
dist,8,0.50000,75,196093.17
dist,10,0.50000,75,196093.17
dist,1,1.00000,75,172582.08
dist,2,1.00000,75,193892.89
dist,4,1.00000,75,196038.63
dist,8,1.00000,75,196093.17
dist,10,1.00000,75,196093.17
dist,1,2.00000,75,172582.08
dist,2,2.00000,75,193892.89
dist,4,2.00000,75,196038.63
dist,8,2.00000,75,196093.17
dist,10,2.00000,75,196093.17
dist,1,4.00000,75,172582.08
dist,2,4.00000,75,193892.89
dist,4,4.00000,75,196038.63
dist,8,4.00000,75,196093.17
dist,10,4.00000,75,196093.17
dist,1,8.00000,75,172582.08
dist,2,8.00000,75,193892.89
dist,4,8.00000,75,196038.63
dist,8,8.00000,75,196093.17
dist,10,8.00000,75,196093.17
dist,1,16.00000,75,172582.08
dist,2,16.00000,75,193892.89
dist,4,16.00000,75,196038.63
dist,8,16.00000,75,196093.17
dist,10,16.00000,75,196093.17
dist,1,32.00000,75,172582.08
dist,2,32.00000,75,193892.89
dist,4,32.00000,75,196038.63
dist,8,32.00000,75,196093.17
dist,10,32.00000,75,196093.17
dist,1,64.00000,75,172582.08
dist,2,64.00000,75,193892.89
dist,4,64.00000,75,196038.63
dist,8,64.00000,75,196093.17
dist,10,64.00000,75,196093.17
dist,1,-1.00000,80,202019.56
dist,2,-1.00000,80,294435.67
dist,4,-1.00000,80,457326.11
dist,8,-1.00000,80,690018.36
dist,10,-1.00000,80,782561.42
dist,1,0.03125,80,179623.45
dist,2,0.03125,80,199310.42
dist,4,0.03125,80,196038.63
dist,8,0.03125,80,196093.17
dist,10,0.03125,80,196093.17
dist,1,0.06250,80,179623.45
dist,2,0.06250,80,199310.42
dist,4,0.06250,80,196038.63
dist,8,0.06250,80,196093.17
dist,10,0.06250,80,196093.17
dist,1,0.12500,80,179623.45
dist,2,0.12500,80,199310.42
dist,4,0.12500,80,196038.63
dist,8,0.12500,80,196093.17
dist,10,0.12500,80,196093.17
dist,1,0.25000,80,179623.45
dist,2,0.25000,80,199310.42
dist,4,0.25000,80,196038.63
dist,8,0.25000,80,196093.17
dist,10,0.25000,80,196093.17
dist,1,0.50000,80,179623.45
dist,2,0.50000,80,199310.42
dist,4,0.50000,80,196038.63
dist,8,0.50000,80,196093.17
dist,10,0.50000,80,196093.17
dist,1,1.00000,80,179623.45
dist,2,1.00000,80,199310.42
dist,4,1.00000,80,196038.63
dist,8,1.00000,80,196093.17
dist,10,1.00000,80,196093.17
dist,1,2.00000,80,179623.45
dist,2,2.00000,80,199310.42
dist,4,2.00000,80,196038.63
dist,8,2.00000,80,196093.17
dist,10,2.00000,80,196093.17
dist,1,4.00000,80,179623.45
dist,2,4.00000,80,199310.42
dist,4,4.00000,80,196038.63
dist,8,4.00000,80,196093.17
dist,10,4.00000,80,196093.17
dist,1,8.00000,80,179623.45
dist,2,8.00000,80,199310.42
dist,4,8.00000,80,196038.63
dist,8,8.00000,80,196093.17
dist,10,8.00000,80,196093.17
dist,1,16.00000,80,179623.45
dist,2,16.00000,80,199310.42
dist,4,16.00000,80,196038.63
dist,8,16.00000,80,196093.17
dist,10,16.00000,80,196093.17
dist,1,32.00000,80,179623.45
dist,2,32.00000,80,199310.42
dist,4,32.00000,80,196038.63
dist,8,32.00000,80,196093.17
dist,10,32.00000,80,196093.17
dist,1,64.00000,80,179623.45
dist,2,64.00000,80,199310.42
dist,4,64.00000,80,196038.63
dist,8,64.00000,80,196093.17
dist,10,64.00000,80,196093.17
dist,1,-1.00000,85,222389.45
dist,2,-1.00000,85,328925.28
dist,4,-1.00000,85,493711.23
dist,8,-1.00000,85,746163.89
dist,10,-1.00000,85,864379.82
dist,1,0.03125,85,186496.54
dist,2,0.03125,85,221627.29
dist,4,0.03125,85,218772.69
dist,8,0.03125,85,218827.22
dist,10,0.03125,85,218827.22
dist,1,0.06250,85,186496.54
dist,2,0.06250,85,221627.29
dist,4,0.06250,85,218772.69
dist,8,0.06250,85,218827.22
dist,10,0.06250,85,218827.22
dist,1,0.12500,85,186496.54
dist,2,0.12500,85,221627.29
dist,4,0.12500,85,218772.69
dist,8,0.12500,85,218827.22
dist,10,0.12500,85,218827.22
dist,1,0.25000,85,186496.54
dist,2,0.25000,85,221627.29
dist,4,0.25000,85,218772.69
dist,8,0.25000,85,218827.22
dist,10,0.25000,85,218827.22
dist,1,0.50000,85,186496.54
dist,2,0.50000,85,221627.29
dist,4,0.50000,85,218772.69
dist,8,0.50000,85,218827.22
dist,10,0.50000,85,218827.22
dist,1,1.00000,85,186496.54
dist,2,1.00000,85,221627.29
dist,4,1.00000,85,218772.69
dist,8,1.00000,85,218827.22
dist,10,1.00000,85,218827.22
dist,1,2.00000,85,186496.54
dist,2,2.00000,85,221627.29
dist,4,2.00000,85,218772.69
dist,8,2.00000,85,218827.22
dist,10,2.00000,85,218827.22
dist,1,4.00000,85,186496.54
dist,2,4.00000,85,221627.29
dist,4,4.00000,85,218772.69
dist,8,4.00000,85,218827.22
dist,10,4.00000,85,218827.22
dist,1,8.00000,85,186496.54
dist,2,8.00000,85,221627.29
dist,4,8.00000,85,218772.69
dist,8,8.00000,85,218827.22
dist,10,8.00000,85,218827.22
dist,1,16.00000,85,186496.54
dist,2,16.00000,85,221627.29
dist,4,16.00000,85,218772.69
dist,8,16.00000,85,218827.22
dist,10,16.00000,85,218827.22
dist,1,32.00000,85,186496.54
dist,2,32.00000,85,221627.29
dist,4,32.00000,85,218772.69
dist,8,32.00000,85,218827.22
dist,10,32.00000,85,218827.22
dist,1,64.00000,85,186496.54
dist,2,64.00000,85,221627.29
dist,4,64.00000,85,218772.69
dist,8,64.00000,85,218827.22
dist,10,64.00000,85,218827.22
dist,1,-1.00000,90,262598.99
dist,2,-1.00000,90,383053.20
dist,4,-1.00000,90,559153.32
dist,8,-1.00000,90,874608.58
dist,10,-1.00000,90,1017613.34
dist,1,0.03125,90,186503.35
dist,2,0.03125,90,222029.99
dist,4,0.03125,90,223035.12
dist,8,0.03125,90,223089.66
dist,10,0.03125,90,223089.66
dist,1,0.06250,90,186503.35
dist,2,0.06250,90,222029.99
dist,4,0.06250,90,223035.12
dist,8,0.06250,90,223089.66
dist,10,0.06250,90,223089.66
dist,1,0.12500,90,186503.35
dist,2,0.12500,90,222029.99
dist,4,0.12500,90,223035.12
dist,8,0.12500,90,223089.66
dist,10,0.12500,90,223089.66
dist,1,0.25000,90,186503.35
dist,2,0.25000,90,222029.99
dist,4,0.25000,90,223035.12
dist,8,0.25000,90,223089.66
dist,10,0.25000,90,223089.66
dist,1,0.50000,90,186503.35
dist,2,0.50000,90,222029.99
dist,4,0.50000,90,223035.12
dist,8,0.50000,90,223089.66
dist,10,0.50000,90,223089.66
dist,1,1.00000,90,186503.35
dist,2,1.00000,90,222029.99
dist,4,1.00000,90,223035.12
dist,8,1.00000,90,223089.66
dist,10,1.00000,90,223089.66
dist,1,2.00000,90,186503.35
dist,2,2.00000,90,222029.99
dist,4,2.00000,90,223035.12
dist,8,2.00000,90,223089.66
dist,10,2.00000,90,223089.66
dist,1,4.00000,90,186503.35
dist,2,4.00000,90,222029.99
dist,4,4.00000,90,223035.12
dist,8,4.00000,90,223089.66
dist,10,4.00000,90,223089.66
dist,1,8.00000,90,186503.35
dist,2,8.00000,90,222029.99
dist,4,8.00000,90,223035.12
dist,8,8.00000,90,223089.66
dist,10,8.00000,90,223089.66
dist,1,16.00000,90,186503.35
dist,2,16.00000,90,222029.99
dist,4,16.00000,90,223035.12
dist,8,16.00000,90,223089.66
dist,10,16.00000,90,223089.66
dist,1,32.00000,90,186503.35
dist,2,32.00000,90,222029.99
dist,4,32.00000,90,223035.12
dist,8,32.00000,90,223089.66
dist,10,32.00000,90,223089.66
dist,1,64.00000,90,186503.35
dist,2,64.00000,90,222029.99
dist,4,64.00000,90,223035.12
dist,8,64.00000,90,223089.66
dist,10,64.00000,90,223089.66
dist,1,-1.00000,95,274937.28
dist,2,-1.00000,95,411313.56
dist,4,-1.00000,95,603543.05
dist,8,-1.00000,95,958300.76
dist,10,-1.00000,95,1097871.61
dist,1,0.03125,95,186503.35
dist,2,0.03125,95,222036.80
dist,4,0.03125,95,226277.51
dist,8,0.03125,95,226669.39
dist,10,0.03125,95,226669.39
dist,1,0.06250,95,186503.35
dist,2,0.06250,95,222036.80
dist,4,0.06250,95,226277.51
dist,8,0.06250,95,226669.39
dist,10,0.06250,95,226669.39
dist,1,0.12500,95,186503.35
dist,2,0.12500,95,222036.80
dist,4,0.12500,95,226277.51
dist,8,0.12500,95,226669.39
dist,10,0.12500,95,226669.39
dist,1,0.25000,95,186503.35
dist,2,0.25000,95,222036.80
dist,4,0.25000,95,226277.51
dist,8,0.25000,95,226669.39
dist,10,0.25000,95,226669.39
dist,1,0.50000,95,186503.35
dist,2,0.50000,95,222036.80
dist,4,0.50000,95,226277.51
dist,8,0.50000,95,226669.39
dist,10,0.50000,95,226669.39
dist,1,1.00000,95,186503.35
dist,2,1.00000,95,222036.80
dist,4,1.00000,95,226277.51
dist,8,1.00000,95,226669.39
dist,10,1.00000,95,226669.39
dist,1,2.00000,95,186503.35
dist,2,2.00000,95,222036.80
dist,4,2.00000,95,226277.51
dist,8,2.00000,95,226669.39
dist,10,2.00000,95,226669.39
dist,1,4.00000,95,186503.35
dist,2,4.00000,95,222036.80
dist,4,4.00000,95,226277.51
dist,8,4.00000,95,226669.39
dist,10,4.00000,95,226669.39
dist,1,8.00000,95,186503.35
dist,2,8.00000,95,222036.80
dist,4,8.00000,95,226277.51
dist,8,8.00000,95,226669.39
dist,10,8.00000,95,226669.39
dist,1,16.00000,95,186503.35
dist,2,16.00000,95,222036.80
dist,4,16.00000,95,226277.51
dist,8,16.00000,95,226669.39
dist,10,16.00000,95,226669.39
dist,1,32.00000,95,186503.35
dist,2,32.00000,95,222036.80
dist,4,32.00000,95,226277.51
dist,8,32.00000,95,226669.39
dist,10,32.00000,95,226669.39
dist,1,64.00000,95,186503.35
dist,2,64.00000,95,222036.80
dist,4,64.00000,95,226277.51
dist,8,64.00000,95,226669.39
dist,10,64.00000,95,226669.39
dist,1,-1.00000,100,284035.63
dist,2,-1.00000,100,432573.20
dist,4,-1.00000,100,632816.32
dist,8,-1.00000,100,997747.22
dist,10,-1.00000,100,1158561.83
dist,1,0.03125,100,189647.35
dist,2,0.03125,100,228736.99
dist,4,0.03125,100,246605.60
dist,8,0.03125,100,250780.91
dist,10,0.03125,100,250780.91
dist,1,0.06250,100,189647.35
dist,2,0.06250,100,228736.99
dist,4,0.06250,100,246605.60
dist,8,0.06250,100,250780.91
dist,10,0.06250,100,250780.91
dist,1,0.12500,100,189647.35
dist,2,0.12500,100,228736.99
dist,4,0.12500,100,246605.60
dist,8,0.12500,100,250780.91
dist,10,0.12500,100,250780.91
dist,1,0.25000,100,189647.35
dist,2,0.25000,100,228736.99
dist,4,0.25000,100,246605.60
dist,8,0.25000,100,250780.91
dist,10,0.25000,100,250780.91
dist,1,0.50000,100,189647.35
dist,2,0.50000,100,228736.99
dist,4,0.50000,100,246605.60
dist,8,0.50000,100,250780.91
dist,10,0.50000,100,250780.91
dist,1,1.00000,100,189647.35
dist,2,1.00000,100,228736.99
dist,4,1.00000,100,246605.60
dist,8,1.00000,100,250780.91
dist,10,1.00000,100,250780.91
dist,1,2.00000,100,189647.35
dist,2,2.00000,100,228736.99
dist,4,2.00000,100,246605.60
dist,8,2.00000,100,250780.91
dist,10,2.00000,100,250780.91
dist,1,4.00000,100,189647.35
dist,2,4.00000,100,228736.99
dist,4,4.00000,100,246605.60
dist,8,4.00000,100,250780.91
dist,10,4.00000,100,250780.91
dist,1,8.00000,100,189647.35
dist,2,8.00000,100,228736.99
dist,4,8.00000,100,246605.60
dist,8,8.00000,100,250780.91
dist,10,8.00000,100,250780.91
dist,1,16.00000,100,189647.35
dist,2,16.00000,100,228736.99
dist,4,16.00000,100,246605.60
dist,8,16.00000,100,250780.91
dist,10,16.00000,100,250780.91
dist,1,32.00000,100,189647.35
dist,2,32.00000,100,228736.99
dist,4,32.00000,100,246605.60
dist,8,32.00000,100,250780.91
dist,10,32.00000,100,250780.91
dist,1,64.00000,100,189647.35
dist,2,64.00000,100,228736.99
dist,4,64.00000,100,246605.60
dist,8,64.00000,100,250780.91
dist,10,64.00000,100,250780.91
dist,1,-1.00000,105,290039.43
dist,2,-1.00000,105,441135.01
dist,4,-1.00000,105,647870.40
dist,8,-1.00000,105,1017512.41
dist,10,-1.00000,105,1182585.48
dist,1,0.03125,105,192947.07
dist,2,0.03125,105,232653.50
dist,4,0.03125,105,246985.11
dist,8,0.03125,105,251119.48
dist,10,0.03125,105,251119.48
dist,1,0.06250,105,192947.07
dist,2,0.06250,105,232653.50
dist,4,0.06250,105,246985.11
dist,8,0.06250,105,251119.48
dist,10,0.06250,105,251119.48
dist,1,0.12500,105,192947.07
dist,2,0.12500,105,232653.50
dist,4,0.12500,105,246985.11
dist,8,0.12500,105,251119.48
dist,10,0.12500,105,251119.48
dist,1,0.25000,105,192947.07
dist,2,0.25000,105,232653.50
dist,4,0.25000,105,246985.11
dist,8,0.25000,105,251119.48
dist,10,0.25000,105,251119.48
dist,1,0.50000,105,192947.07
dist,2,0.50000,105,232653.50
dist,4,0.50000,105,246985.11
dist,8,0.50000,105,251119.48
dist,10,0.50000,105,251119.48
dist,1,1.00000,105,192947.07
dist,2,1.00000,105,232653.50
dist,4,1.00000,105,246985.11
dist,8,1.00000,105,251119.48
dist,10,1.00000,105,251119.48
dist,1,2.00000,105,192947.07
dist,2,2.00000,105,232653.50
dist,4,2.00000,105,246985.11
dist,8,2.00000,105,251119.48
dist,10,2.00000,105,251119.48
dist,1,4.00000,105,192947.07
dist,2,4.00000,105,232653.50
dist,4,4.00000,105,246985.11
dist,8,4.00000,105,251119.48
dist,10,4.00000,105,251119.48
dist,1,8.00000,105,192947.07
dist,2,8.00000,105,232653.50
dist,4,8.00000,105,246985.11
dist,8,8.00000,105,251119.48
dist,10,8.00000,105,251119.48
dist,1,16.00000,105,192947.07
dist,2,16.00000,105,232653.50
dist,4,16.00000,105,246985.11
dist,8,16.00000,105,251119.48
dist,10,16.00000,105,251119.48
dist,1,32.00000,105,192947.07
dist,2,32.00000,105,232653.50
dist,4,32.00000,105,246985.11
dist,8,32.00000,105,251119.48
dist,10,32.00000,105,251119.48
dist,1,64.00000,105,192947.07
dist,2,64.00000,105,232653.50
dist,4,64.00000,105,246985.11
dist,8,64.00000,105,251119.48
dist,10,64.00000,105,251119.48
dist,1,-1.00000,110,290553.72
dist,2,-1.00000,110,441708.49
dist,4,-1.00000,110,655643.52
dist,8,-1.00000,110,1025483.53
dist,10,-1.00000,110,1199408.06
dist,1,0.03125,110,196685.75
dist,2,0.03125,110,236430.70
dist,4,0.03125,110,246994.60
dist,8,0.03125,110,251119.48
dist,10,0.03125,110,251119.48
dist,1,0.06250,110,196685.75
dist,2,0.06250,110,236430.70
dist,4,0.06250,110,246994.60
dist,8,0.06250,110,251119.48
dist,10,0.06250,110,251119.48
dist,1,0.12500,110,196685.75
dist,2,0.12500,110,236430.70
dist,4,0.12500,110,246994.60
dist,8,0.12500,110,251119.48
dist,10,0.12500,110,251119.48
dist,1,0.25000,110,196685.75
dist,2,0.25000,110,236430.70
dist,4,0.25000,110,246994.60
dist,8,0.25000,110,251119.48
dist,10,0.25000,110,251119.48
dist,1,0.50000,110,196685.75
dist,2,0.50000,110,236430.70
dist,4,0.50000,110,246994.60
dist,8,0.50000,110,251119.48
dist,10,0.50000,110,251119.48
dist,1,1.00000,110,196685.75
dist,2,1.00000,110,236430.70
dist,4,1.00000,110,246994.60
dist,8,1.00000,110,251119.48
dist,10,1.00000,110,251119.48
dist,1,2.00000,110,196685.75
dist,2,2.00000,110,236430.70
dist,4,2.00000,110,246994.60
dist,8,2.00000,110,251119.48
dist,10,2.00000,110,251119.48
dist,1,4.00000,110,196685.75
dist,2,4.00000,110,236430.70
dist,4,4.00000,110,246994.60
dist,8,4.00000,110,251119.48
dist,10,4.00000,110,251119.48
dist,1,8.00000,110,196685.75
dist,2,8.00000,110,236430.70
dist,4,8.00000,110,246994.60
dist,8,8.00000,110,251119.48
dist,10,8.00000,110,251119.48
dist,1,16.00000,110,196685.75
dist,2,16.00000,110,236430.70
dist,4,16.00000,110,246994.60
dist,8,16.00000,110,251119.48
dist,10,16.00000,110,251119.48
dist,1,32.00000,110,196685.75
dist,2,32.00000,110,236430.70
dist,4,32.00000,110,246994.60
dist,8,32.00000,110,251119.48
dist,10,32.00000,110,251119.48
dist,1,64.00000,110,196685.75
dist,2,64.00000,110,236430.70
dist,4,64.00000,110,246994.60
dist,8,64.00000,110,251119.48
dist,10,64.00000,110,251119.48
dist,1,-1.00000,115,297008.40
dist,2,-1.00000,115,444105.69
dist,4,-1.00000,115,664481.65
dist,8,-1.00000,115,1072836.67
dist,10,-1.00000,115,1248176.84
dist,1,0.03125,115,196715.50
dist,2,0.03125,115,238834.23
dist,4,0.03125,115,271711.94
dist,8,0.03125,115,271946.49
dist,10,0.03125,115,271946.49
dist,1,0.06250,115,196715.50
dist,2,0.06250,115,238834.23
dist,4,0.06250,115,271711.94
dist,8,0.06250,115,271946.49
dist,10,0.06250,115,271946.49
dist,1,0.12500,115,196715.50
dist,2,0.12500,115,238834.23
dist,4,0.12500,115,271711.94
dist,8,0.12500,115,271946.49
dist,10,0.12500,115,271946.49
dist,1,0.25000,115,196715.50
dist,2,0.25000,115,238834.23
dist,4,0.25000,115,271711.94
dist,8,0.25000,115,271946.49
dist,10,0.25000,115,271946.49
dist,1,0.50000,115,196715.50
dist,2,0.50000,115,238834.23
dist,4,0.50000,115,271711.94
dist,8,0.50000,115,271946.49
dist,10,0.50000,115,271946.49
dist,1,1.00000,115,196715.50
dist,2,1.00000,115,238834.23
dist,4,1.00000,115,271711.94
dist,8,1.00000,115,271946.49
dist,10,1.00000,115,271946.49
dist,1,2.00000,115,196715.50
dist,2,2.00000,115,238834.23
dist,4,2.00000,115,271711.94
dist,8,2.00000,115,271946.49
dist,10,2.00000,115,271946.49
dist,1,4.00000,115,196715.50
dist,2,4.00000,115,238834.23
dist,4,4.00000,115,271711.94
dist,8,4.00000,115,271946.49
dist,10,4.00000,115,271946.49
dist,1,8.00000,115,196715.50
dist,2,8.00000,115,238834.23
dist,4,8.00000,115,271711.94
dist,8,8.00000,115,271946.49
dist,10,8.00000,115,271946.49
dist,1,16.00000,115,196715.50
dist,2,16.00000,115,238834.23
dist,4,16.00000,115,271711.94
dist,8,16.00000,115,271946.49
dist,10,16.00000,115,271946.49
dist,1,32.00000,115,196715.50
dist,2,32.00000,115,238834.23
dist,4,32.00000,115,271711.94
dist,8,32.00000,115,271946.49
dist,10,32.00000,115,271946.49
dist,1,64.00000,115,196715.50
dist,2,64.00000,115,238834.23
dist,4,64.00000,115,271711.94
dist,8,64.00000,115,271946.49
dist,10,64.00000,115,271946.49
dist,1,-1.00000,120,306815.39
dist,2,-1.00000,120,455552.75
dist,4,-1.00000,120,676918.07
dist,8,-1.00000,120,1119371.62
dist,10,-1.00000,120,1290732.76
dist,1,0.03125,120,203097.74
dist,2,0.03125,120,249453.47
dist,4,0.03125,120,303984.70
dist,8,0.03125,120,333121.78
dist,10,0.03125,120,333121.78
dist,1,0.06250,120,203097.74
dist,2,0.06250,120,249453.47
dist,4,0.06250,120,303984.70
dist,8,0.06250,120,333121.78
dist,10,0.06250,120,333121.78
dist,1,0.12500,120,203097.74
dist,2,0.12500,120,249453.47
dist,4,0.12500,120,303984.70
dist,8,0.12500,120,333121.78
dist,10,0.12500,120,333121.78
dist,1,0.25000,120,203097.74
dist,2,0.25000,120,249453.47
dist,4,0.25000,120,303984.70
dist,8,0.25000,120,333121.78
dist,10,0.25000,120,333121.78
dist,1,0.50000,120,203097.74
dist,2,0.50000,120,249453.47
dist,4,0.50000,120,303984.70
dist,8,0.50000,120,333121.78
dist,10,0.50000,120,333121.78
dist,1,1.00000,120,203097.74
dist,2,1.00000,120,249453.47
dist,4,1.00000,120,303984.70
dist,8,1.00000,120,333121.78
dist,10,1.00000,120,333121.78
dist,1,2.00000,120,203097.74
dist,2,2.00000,120,249453.47
dist,4,2.00000,120,303984.70
dist,8,2.00000,120,333121.78
dist,10,2.00000,120,333121.78
dist,1,4.00000,120,203097.74
dist,2,4.00000,120,249453.47
dist,4,4.00000,120,303984.70
dist,8,4.00000,120,333121.78
dist,10,4.00000,120,333121.78
dist,1,8.00000,120,203097.74
dist,2,8.00000,120,249453.47
dist,4,8.00000,120,303984.70
dist,8,8.00000,120,333121.78
dist,10,8.00000,120,333121.78
dist,1,16.00000,120,203097.74
dist,2,16.00000,120,249453.47
dist,4,16.00000,120,303984.70
dist,8,16.00000,120,333121.78
dist,10,16.00000,120,333121.78
dist,1,32.00000,120,203097.74
dist,2,32.00000,120,249453.47
dist,4,32.00000,120,303984.70
dist,8,32.00000,120,333121.78
dist,10,32.00000,120,333121.78
dist,1,64.00000,120,203097.74
dist,2,64.00000,120,249453.47
dist,4,64.00000,120,303984.70
dist,8,64.00000,120,333121.78
dist,10,64.00000,120,333121.78
dist,1,-1.00000,125,317811.82
dist,2,-1.00000,125,464053.80
dist,4,-1.00000,125,703812.23
dist,8,-1.00000,125,1137974.06
dist,10,-1.00000,125,1325466.76
dist,1,0.03125,125,215743.15
dist,2,0.03125,125,264978.66
dist,4,0.03125,125,315852.99
dist,8,0.03125,125,333825.83
dist,10,0.03125,125,333825.83
dist,1,0.06250,125,215743.15
dist,2,0.06250,125,264978.66
dist,4,0.06250,125,315852.99
dist,8,0.06250,125,333825.83
dist,10,0.06250,125,333825.83
dist,1,0.12500,125,215743.15
dist,2,0.12500,125,264978.66
dist,4,0.12500,125,315852.99
dist,8,0.12500,125,333825.83
dist,10,0.12500,125,333825.83
dist,1,0.25000,125,215743.15
dist,2,0.25000,125,264978.66
dist,4,0.25000,125,315852.99
dist,8,0.25000,125,333825.83
dist,10,0.25000,125,333825.83
dist,1,0.50000,125,215743.15
dist,2,0.50000,125,264978.66
dist,4,0.50000,125,315852.99
dist,8,0.50000,125,333825.83
dist,10,0.50000,125,333825.83
dist,1,1.00000,125,215743.15
dist,2,1.00000,125,264978.66
dist,4,1.00000,125,315852.99
dist,8,1.00000,125,333825.83
dist,10,1.00000,125,333825.83
dist,1,2.00000,125,215743.15
dist,2,2.00000,125,264978.66
dist,4,2.00000,125,315852.99
dist,8,2.00000,125,333825.83
dist,10,2.00000,125,333825.83
dist,1,4.00000,125,215743.15
dist,2,4.00000,125,264978.66
dist,4,4.00000,125,315852.99
dist,8,4.00000,125,333825.83
dist,10,4.00000,125,333825.83
dist,1,8.00000,125,215743.15
dist,2,8.00000,125,264978.66
dist,4,8.00000,125,315852.99
dist,8,8.00000,125,333825.83
dist,10,8.00000,125,333825.83
dist,1,16.00000,125,215743.15
dist,2,16.00000,125,264978.66
dist,4,16.00000,125,315852.99
dist,8,16.00000,125,333825.83
dist,10,16.00000,125,333825.83
dist,1,32.00000,125,215743.15
dist,2,32.00000,125,264978.66
dist,4,32.00000,125,315852.99
dist,8,32.00000,125,333825.83
dist,10,32.00000,125,333825.83
dist,1,64.00000,125,215743.15
dist,2,64.00000,125,264978.66
dist,4,64.00000,125,315852.99
dist,8,64.00000,125,333825.83
dist,10,64.00000,125,333825.83
dist,1,-1.00000,130,326480.34
dist,2,-1.00000,130,472040.13
