agents,kmax,percent,ratio,profit,distance
3,-1,-1,0.80,55,168914.40
3,-1,-1,0.80,80,191797.18
3,-1,-1,0.80,105,235264.52
3,-1,-1,0.80,130,333435.79
3,-1,-1,0.80,155,370971.43
3,-1,-1,0.80,180,391008.86
3,-1,-1,0.80,205,418190.68
3,-1,-1,0.80,230,669719.08
3,-1,-1,0.80,255,690995.89
3,-1,-1,0.80,280,837176.17
3,-1,-1,0.90,5,60971.98
3,-1,-1,0.90,30,86542.96
3,-1,-1,0.90,55,168914.40
3,-1,-1,0.90,80,191797.86
3,-1,-1,0.90,105,235074.02
3,-1,-1,0.90,130,333884.98
3,-1,-1,0.90,155,371460.47
3,-1,-1,0.90,180,391317.36
3,-1,-1,0.90,205,416315.44
3,-1,-1,0.90,230,669070.98
3,-1,-1,0.90,255,693996.23
3,-1,-1,0.90,280,829007.77
3,-1,-1,1.00,5,60971.98
3,-1,-1,1.00,30,86542.96
3,-1,-1,1.00,55,168999.93
3,-1,-1,1.00,80,191882.03
3,-1,-1,1.00,105,235601.54
3,-1,-1,1.00,130,327821.75
3,-1,-1,1.00,155,375463.54
3,-1,-1,1.00,180,395979.74
3,-1,-1,1.00,205,424259.46
3,-1,-1,1.00,230,685201.18
3,-1,-1,1.00,255,698983.99
3,-1,-1,1.00,280,835917.84
4,-1,-1,-1.00,5,60971.98
4,-1,-1,-1.00,30,86586.50
4,-1,-1,-1.00,55,169130.77
4,-1,-1,-1.00,80,196038.63
4,-1,-1,-1.00,105,246782.57
4,-1,-1,-1.00,130,344045.11
4,-1,-1,-1.00,155,385619.83
4,-1,-1,-1.00,180,453147.55
4,-1,-1,-1.00,205,514872.33
4,-1,-1,-1.00,230,748241.16
4,-1,-1,-1.00,255,771265.16
4,-1,-1,-1.00,280,911987.71
4,-1,-1,0.10,5,60971.98
4,-1,-1,0.10,30,86586.50
4,-1,-1,0.10,55,169130.77
4,-1,-1,0.10,80,196038.63
4,-1,-1,0.10,105,246751.47
4,-1,-1,0.10,130,346193.55
4,-1,-1,0.10,155,385403.66
4,-1,-1,0.10,180,456084.79
4,-1,-1,0.10,205,532488.75
4,-1,-1,0.10,230,767250.41
4,-1,-1,0.10,255,804807.60
4,-1,-1,0.10,280,1005275.55
4,-1,-1,0.20,5,60971.98
4,-1,-1,0.20,30,86586.50
4,-1,-1,0.20,55,169130.77
4,-1,-1,0.20,80,196038.63
4,-1,-1,0.20,105,246777.91
4,-1,-1,0.20,130,346296.75
4,-1,-1,0.20,155,385683.90
4,-1,-1,0.20,180,456096.43
4,-1,-1,0.20,205,529543.31
4,-1,-1,0.20,230,770371.56
4,-1,-1,0.20,255,806857.22
4,-1,-1,0.20,280,1011071.04
4,-1,-1,0.30,5,60971.98
4,-1,-1,0.30,30,86586.50
4,-1,-1,0.30,55,169130.77
4,-1,-1,0.30,80,196038.63
4,-1,-1,0.30,105,246786.93
4,-1,-1,0.30,130,346096.21
4,-1,-1,0.30,155,385837.82
4,-1,-1,0.30,180,455785.42
4,-1,-1,0.30,205,530920.19
4,-1,-1,0.30,230,768679.28
4,-1,-1,0.30,255,806509.91
4,-1,-1,0.30,280,1028644.48
4,-1,-1,0.40,5,60971.98
4,-1,-1,0.40,30,86586.50
4,-1,-1,0.40,55,169130.77
4,-1,-1,0.40,80,196038.63
4,-1,-1,0.40,105,246862.45
4,-1,-1,0.40,130,346115.27
