agents,distanceMultiplier,profitMultiplier,time,distance
4,3.70,2.50,16410.00,1043540.21
8,3.70,2.50,13290.00,1587668.60
1,3.70,2.60,64120.00,655474.51
2,3.70,2.60,23430.00,763343.55
4,3.70,2.60,16600.00,1043540.21
8,3.70,2.60,41810.00,1587668.60
1,3.70,2.70,86040.00,655474.51
2,3.70,2.70,22890.00,763343.55
4,3.70,2.70,16410.00,1043540.21
8,3.70,2.70,13080.00,1587668.60
1,3.70,2.80,63460.00,655474.51
2,3.70,2.80,22270.00,763343.55
4,3.70,2.80,16750.00,1043540.21
8,3.70,2.80,13380.00,1587668.60
1,3.70,2.90,64290.00,655474.51
2,3.70,2.90,22900.00,763343.55
4,3.70,2.90,26580.00,1043540.21
8,3.70,2.90,28190.00,1587668.60
1,3.70,3.00,82660.00,655474.51
2,3.70,3.00,22230.00,763343.55
4,3.70,3.00,16510.00,1043540.21
8,3.70,3.00,12820.00,1587668.60
1,3.70,3.10,64410.00,655474.51
2,3.70,3.10,22830.00,763343.55
4,3.70,3.10,16500.00,1043540.21
8,3.70,3.10,13490.00,1587668.60
1,3.70,3.20,64960.00,655474.51
2,3.70,3.20,22060.00,763343.55
4,3.70,3.20,18320.00,1043540.21
8,3.70,3.20,70000.00,1587668.60
1,3.70,3.30,63470.00,655474.51
2,3.70,3.30,22110.00,763343.55
4,3.70,3.30,16340.00,1043540.21
8,3.70,3.30,12980.00,1587668.60
1,3.70,3.40,63140.00,655474.51
2,3.70,3.40,22320.00,763343.55
4,3.70,3.40,16270.00,1043540.21
8,3.70,3.40,13180.00,1587668.60
1,3.70,3.50,64220.00,655474.51
2,3.70,3.50,21660.00,763343.55
4,3.70,3.50,16680.00,1043540.21
8,3.70,3.50,28840.00,1587668.60
1,3.70,3.60,89580.00,655474.51
2,3.70,3.60,22000.00,763343.55
4,3.70,3.60,16150.00,1043540.21
8,3.70,3.60,12410.00,1587668.60
1,3.70,3.70,63890.00,655474.51
2,3.70,3.70,22100.00,763343.55
4,3.70,3.70,16630.00,1043540.21
8,3.70,3.70,12980.00,1587668.60
1,3.70,3.80,64090.00,655474.51
2,3.70,3.80,23840.00,763343.55
4,3.70,3.80,16600.00,1043540.21
8,3.70,3.80,17610.00,1587668.60
1,3.70,3.90,96830.00,655474.51
2,3.70,3.90,22030.00,763343.55
4,3.70,3.90,16670.00,1043540.21
8,3.70,3.90,12780.00,1587668.60
1,3.70,4.00,63180.00,655474.51
2,3.70,4.00,22460.00,763343.55
4,3.70,4.00,16890.00,1043540.21
8,3.70,4.00,12860.00,1587668.60
1,3.70,4.10,63710.00,655474.51
2,3.70,4.10,21900.00,763343.55
4,3.70,4.10,16480.00,1043540.21
8,3.70,4.10,13080.00,1587668.60
1,3.70,4.20,77820.00,655474.51
2,3.70,4.20,37730.00,763343.55
4,3.70,4.20,16520.00,1043540.21
8,3.70,4.20,13900.00,1587668.60
1,3.70,4.30,63780.00,655474.51
2,3.70,4.30,22740.00,763343.55
4,3.70,4.30,16350.00,1043540.21
8,3.70,4.30,13570.00,1587668.60
1,3.70,4.40,64160.00,655474.51
2,3.70,4.40,22130.00,763343.55
4,3.70,4.40,18310.00,1043540.21
8,3.70,4.40,14100.00,1587668.60
1,3.70,4.50,101250.00,655474.51
2,3.70,4.50,21920.00,763343.55
4,3.70,4.50,16620.00,1043540.21
8,3.70,4.50,12600.00,1587668.60
1,3.70,4.60,63400.00,655474.51
2,3.70,4.60,22380.00,763343.55
4,3.70,4.60,16520.00,1043540.21
8,3.70,4.60,13010.00,1587668.60
1,3.70,4.70,63490.00,655474.51
2,3.70,4.70,21930.00,763343.55
4,3.70,4.70,19790.00,1043540.21
8,3.70,4.70,13140.00,1587668.60
1,3.70,4.80,70870.00,655474.51
2,3.70,4.80,22720.00,763343.55
4,3.70,4.80,16970.00,1043540.21
8,3.70,4.80,12690.00,1587668.60
1,3.70,4.90,63440.00,655474.51
2,3.70,4.90,21810.00,763343.55
4,3.70,4.90,16600.00,1043540.21
8,3.70,4.90,12690.00,1587668.60
1,3.70,5.00,63630.00,655474.51
2,3.70,5.00,21950.00,763343.55
4,3.70,5.00,16940.00,1043540.21
8,3.70,5.00,12770.00,1587668.60
1,3.80,0.10,64080.00,655474.51
2,3.80,0.10,32960.00,763343.55
4,3.80,0.10,40570.00,1043540.21
8,3.80,0.10,12740.00,1587668.60
1,3.80,0.20,63680.00,655474.51
2,3.80,0.20,22240.00,763343.55
4,3.80,0.20,16270.00,1043540.21
8,3.80,0.20,12610.00,1587668.60
1,3.80,0.30,63020.00,655474.51
2,3.80,0.30,22330.00,763343.55
4,3.80,0.30,24570.00,1043540.21
8,3.80,0.30,13500.00,1587668.60
1,3.80,0.40,67400.00,655474.51
2,3.80,0.40,24820.00,763343.55
4,3.80,0.40,48280.00,1043540.21
8,3.80,0.40,14300.00,1587668.60
1,3.80,0.50,70030.00,655474.51
2,3.80,0.50,22090.00,763343.55
4,3.80,0.50,16540.00,1043540.21
8,3.80,0.50,13090.00,1587668.60
1,3.80,0.60,63730.00,655474.51
2,3.80,0.60,22160.00,763343.55
4,3.80,0.60,16540.00,1043540.21
8,3.80,0.60,12650.00,1587668.60
1,3.80,0.70,63720.00,655474.51
2,3.80,0.70,36320.00,763343.55
4,3.80,0.70,45080.00,1043540.21
8,3.80,0.70,13710.00,1587668.60
1,3.80,0.80,63790.00,655474.51
2,3.80,0.80,22240.00,763343.55
4,3.80,0.80,16600.00,1043540.21
8,3.80,0.80,14990.00,1587668.60
1,3.80,0.90,64510.00,655474.51
2,3.80,0.90,21960.00,763343.55
4,3.80,0.90,17480.00,1043540.21
8,3.80,0.90,12810.00,1587668.60
1,3.80,1.00,64030.00,655474.51
2,3.80,1.00,58530.00,763343.55
4,3.80,1.00,16640.00,1043540.21
8,3.80,1.00,12570.00,1587668.60
1,3.80,1.10,63250.00,655474.51
2,3.80,1.10,21820.00,763343.55
4,3.80,1.10,16540.00,1043540.21
8,3.80,1.10,16890.00,1587668.60
1,3.80,1.20,63510.00,655474.51
2,3.80,1.20,22800.00,763343.55
4,3.80,1.20,17170.00,1043540.21
8,3.80,1.20,12980.00,1587668.60
1,3.80,1.30,88840.00,655474.51
2,3.80,1.30,54340.00,763343.55
4,3.80,1.30,25850.00,1043540.21
8,3.80,1.30,13250.00,1587668.60
1,3.80,1.40,63560.00,655474.51
2,3.80,1.40,22980.00,763343.55
4,3.80,1.40,16030.00,1043540.21
8,3.80,1.40,12940.00,1587668.60
1,3.80,1.50,63230.00,655474.51
2,3.80,1.50,22940.00,763343.55
4,3.80,1.50,16660.00,1043540.21
8,3.80,1.50,12990.00,1587668.60
1,3.80,1.60,66040.00,655474.51
2,3.80,1.60,70960.00,763343.55
4,3.80,1.60,16420.00,1043540.21
8,3.80,1.60,13060.00,1587668.60
1,3.80,1.70,69050.00,655474.51
2,3.80,1.70,22130.00,763343.55
4,3.80,1.70,16490.00,1043540.21
8,3.80,1.70,12920.00,1587668.60
1,3.80,1.80,63710.00,655474.51
2,3.80,1.80,22260.00,763343.55
4,3.80,1.80,16580.00,1043540.21
8,3.80,1.80,13100.00,1587668.60
1,3.80,1.90,70260.00,655474.51
2,3.80,1.90,51330.00,763343.55
4,3.80,1.90,16180.00,1043540.21
8,3.80,1.90,13180.00,1587668.60
1,3.80,2.00,63520.00,655474.51
2,3.80,2.00,22180.00,763343.55
4,3.80,2.00,17030.00,1043540.21
8,3.80,2.00,14000.00,1587668.60
1,3.80,2.10,63140.00,655474.51
2,3.80,2.10,22320.00,763343.55
4,3.80,2.10,16470.00,1043540.21
8,3.80,2.10,12680.00,1587668.60
1,3.80,2.20,66740.00,655474.51
2,3.80,2.20,63660.00,763343.55
4,3.80,2.20,16570.00,1043540.21
8,3.80,2.20,14040.00,1587668.60
1,3.80,2.30,63750.00,655474.51
2,3.80,2.30,22130.00,763343.55
4,3.80,2.30,16390.00,1043540.21
8,3.80,2.30,12630.00,1587668.60
1,3.80,2.40,63630.00,655474.51
2,3.80,2.40,22110.00,763343.55
4,3.80,2.40,16630.00,1043540.21
8,3.80,2.40,12530.00,1587668.60
1,3.80,2.50,64330.00,655474.51
2,3.80,2.50,44670.00,763343.55
4,3.80,2.50,31320.00,1043540.21
8,3.80,2.50,12550.00,1587668.60
1,3.80,2.60,63390.00,655474.51
2,3.80,2.60,22570.00,763343.55
4,3.80,2.60,16560.00,1043540.21
8,3.80,2.60,12850.00,1587668.60
1,3.80,2.70,63480.00,655474.51
2,3.80,2.70,22040.00,763343.55
4,3.80,2.70,17720.00,1043540.21
8,3.80,2.70,12930.00,1587668.60
1,3.80,2.80,63420.00,655474.51
2,3.80,2.80,46430.00,763343.55
4,3.80,2.80,38430.00,1043540.21
8,3.80,2.80,13080.00,1587668.60
1,3.80,2.90,63120.00,655474.51
2,3.80,2.90,22290.00,763343.55
4,3.80,2.90,17320.00,1043540.21
8,3.80,2.90,14140.00,1587668.60
1,3.80,3.00,64630.00,655474.51
2,3.80,3.00,22870.00,763343.55
4,3.80,3.00,17670.00,1043540.21
8,3.80,3.00,13600.00,1587668.60
1,3.80,3.10,71530.00,655474.51
2,3.80,3.10,72520.00,763343.55
4,3.80,3.10,18910.00,1043540.21
8,3.80,3.10,13560.00,1587668.60
1,3.80,3.20,64250.00,655474.51
2,3.80,3.20,23390.00,763343.55
4,3.80,3.20,17680.00,1043540.21
8,3.80,3.20,13480.00,1587668.60
1,3.80,3.30,64330.00,655474.51
2,3.80,3.30,23080.00,763343.55
4,3.80,3.30,17380.00,1043540.21
8,3.80,3.30,13610.00,1587668.60
1,3.80,3.40,71230.00,655474.51
2,3.80,3.40,52710.00,763343.55
4,3.80,3.40,16440.00,1043540.21
8,3.80,3.40,12690.00,1587668.60
1,3.80,3.50,63300.00,655474.51
2,3.80,3.50,22120.00,763343.55
4,3.80,3.50,16010.00,1043540.21
8,3.80,3.50,12840.00,1587668.60
1,3.80,3.60,63440.00,655474.51
2,3.80,3.60,22280.00,763343.55
4,3.80,3.60,16780.00,1043540.21
8,3.80,3.60,12600.00,1587668.60
1,3.80,3.70,65780.00,655474.51
2,3.80,3.70,53930.00,763343.55
4,3.80,3.70,30650.00,1043540.21
8,3.80,3.70,12720.00,1587668.60
1,3.80,3.80,63450.00,655474.51
2,3.80,3.80,21930.00,763343.55
4,3.80,3.80,16820.00,1043540.21
8,3.80,3.80,12550.00,1587668.60
1,3.80,3.90,64890.00,655474.51
2,3.80,3.90,23790.00,763343.55
4,3.80,3.90,16100.00,1043540.21
8,3.80,3.90,13890.00,1587668.60
1,3.80,4.00,64940.00,655474.51
2,3.80,4.00,59180.00,763343.55
4,3.80,4.00,32000.00,1043540.21
8,3.80,4.00,13060.00,1587668.60
1,3.80,4.10,64500.00,655474.51
2,3.80,4.10,23010.00,763343.55
4,3.80,4.10,17580.00,1043540.21
8,3.80,4.10,13750.00,1587668.60
1,3.80,4.20,64270.00,655474.51
2,3.80,4.20,23040.00,763343.55
4,3.80,4.20,19200.00,1043540.21
8,3.80,4.20,13840.00,1587668.60
1,3.80,4.30,71640.00,655474.51
2,3.80,4.30,59990.00,763343.55
4,3.80,4.30,17440.00,1043540.21
8,3.80,4.30,13040.00,1587668.60
1,3.80,4.40,63780.00,655474.51
2,3.80,4.40,23990.00,763343.55
4,3.80,4.40,16570.00,1043540.21
8,3.80,4.40,13930.00,1587668.60
1,3.80,4.50,64800.00,655474.51
2,3.80,4.50,24240.00,763343.55
4,3.80,4.50,16460.00,1043540.21
8,3.80,4.50,14620.00,1587668.60
1,3.80,4.60,65670.00,655474.51
2,3.80,4.60,53400.00,763343.55
4,3.80,4.60,16190.00,1043540.21
8,3.80,4.60,12630.00,1587668.60
1,3.80,4.70,63590.00,655474.51
2,3.80,4.70,21950.00,763343.55
4,3.80,4.70,16500.00,1043540.21
8,3.80,4.70,12480.00,1587668.60
1,3.80,4.80,63130.00,655474.51
2,3.80,4.80,23910.00,763343.55
4,3.80,4.80,17120.00,1043540.21
8,3.80,4.80,12630.00,1587668.60
1,3.80,4.90,63850.00,655474.51
2,3.80,4.90,34350.00,763343.55
4,3.80,4.90,41290.00,1043540.21
8,3.80,4.90,12820.00,1587668.60
1,3.80,5.00,64540.00,655474.51
2,3.80,5.00,22070.00,763343.55
4,3.80,5.00,17070.00,1043540.21
8,3.80,5.00,12900.00,1587668.60
1,3.90,0.10,69820.00,655474.51
2,3.90,0.10,22070.00,763343.55
4,3.90,0.10,17100.00,1043540.21
8,3.90,0.10,13440.00,1587668.60
1,3.90,0.20,94330.00,655474.51
2,3.90,0.20,24330.00,763343.55
4,3.90,0.20,16520.00,1043540.21
8,3.90,0.20,12840.00,1587668.60
1,3.90,0.30,63830.00,655474.51
2,3.90,0.30,22070.00,763343.55
4,3.90,0.30,16750.00,1043540.21
8,3.90,0.30,13090.00,1587668.60
1,3.90,0.40,63310.00,655474.51
2,3.90,0.40,22440.00,763343.55
4,3.90,0.40,16540.00,1043540.21
8,3.90,0.40,12580.00,1587668.60
1,3.90,0.50,65890.00,655474.51
2,3.90,0.50,48610.00,763343.55
4,3.90,0.50,33030.00,1043540.21
8,3.90,0.50,12940.00,1587668.60
1,3.90,0.60,63440.00,655474.51
2,3.90,0.60,22330.00,763343.55
4,3.90,0.60,20030.00,1043540.21
8,3.90,0.60,12990.00,1587668.60
1,3.90,0.70,63510.00,655474.51
2,3.90,0.70,23710.00,763343.55
4,3.90,0.70,16170.00,1043540.21
8,3.90,0.70,14580.00,1587668.60
1,3.90,0.80,65170.00,655474.51
2,3.90,0.80,51480.00,763343.55
4,3.90,0.80,16480.00,1043540.21
8,3.90,0.80,12390.00,1587668.60
1,3.90,0.90,63420.00,655474.51
2,3.90,0.90,22460.00,763343.55
4,3.90,0.90,17210.00,1043540.21
8,3.90,0.90,12920.00,1587668.60
1,3.90,1.00,63750.00,655474.51
2,3.90,1.00,22380.00,763343.55
4,3.90,1.00,16240.00,1043540.21
8,3.90,1.00,13180.00,1587668.60
1,3.90,1.10,63610.00,655474.51
2,3.90,1.10,32970.00,763343.55
4,3.90,1.10,16350.00,1043540.21
8,3.90,1.10,15390.00,1587668.60
1,3.90,1.20,63540.00,655474.51
2,3.90,1.20,21690.00,763343.55
4,3.90,1.20,20620.00,1043540.21
8,3.90,1.20,22020.00,1587668.60
1,3.90,1.30,64590.00,655474.51
2,3.90,1.30,26960.00,763343.55
4,3.90,1.30,16760.00,1043540.21
8,3.90,1.30,13430.00,1587668.60
1,3.90,1.40,63400.00,655474.51
2,3.90,1.40,22140.00,763343.55
4,3.90,1.40,26740.00,1043540.21
8,3.90,1.40,22780.00,1587668.60
1,3.90,1.50,64250.00,655474.51
2,3.90,1.50,30680.00,763343.55
4,3.90,1.50,17140.00,1043540.21
8,3.90,1.50,13500.00,1587668.60
1,3.90,1.60,64670.00,655474.51
2,3.90,1.60,22920.00,763343.55
4,3.90,1.60,17490.00,1043540.21
8,3.90,1.60,13670.00,1587668.60
1,3.90,1.70,64190.00,655474.51
2,3.90,1.70,22900.00,763343.55
4,3.90,1.70,43510.00,1043540.21
8,3.90,1.70,36230.00,1587668.60
1,3.90,1.80,63720.00,655474.51
2,3.90,1.80,21820.00,763343.55
4,3.90,1.80,16430.00,1043540.21
8,3.90,1.80,12970.00,1587668.60
1,3.90,1.90,63430.00,655474.51
2,3.90,1.90,22060.00,763343.55
4,3.90,1.90,16490.00,1043540.21
8,3.90,1.90,12990.00,1587668.60
1,3.90,2.00,63660.00,655474.51
2,3.90,2.00,21940.00,763343.55
4,3.90,2.00,25490.00,1043540.21
8,3.90,2.00,29430.00,1587668.60
1,3.90,2.10,79670.00,655474.51
2,3.90,2.10,23060.00,763343.55
4,3.90,2.10,16210.00,1043540.21
8,3.90,2.10,12760.00,1587668.60
1,3.90,2.20,63080.00,655474.51
2,3.90,2.20,22500.00,763343.55
4,3.90,2.20,16460.00,1043540.21
8,3.90,2.20,12630.00,1587668.60
1,3.90,2.30,63710.00,655474.51
2,3.90,2.30,22060.00,763343.55
4,3.90,2.30,17980.00,1043540.21
8,3.90,2.30,50170.00,1587668.60
1,3.90,2.40,63110.00,655474.51
2,3.90,2.40,21740.00,763343.55
4,3.90,2.40,16340.00,1043540.21
8,3.90,2.40,12730.00,1587668.60
1,3.90,2.50,63230.00,655474.51
2,3.90,2.50,22770.00,763343.55
4,3.90,2.50,16330.00,1043540.21
8,3.90,2.50,12500.00,1587668.60
1,3.90,2.60,63430.00,655474.51
2,3.90,2.60,22380.00,763343.55
4,3.90,2.60,16480.00,1043540.21
8,3.90,2.60,23920.00,1587668.60
1,3.90,2.70,122980.00,655474.51
2,3.90,2.70,23100.00,763343.55
4,3.90,2.70,16410.00,1043540.21
8,3.90,2.70,14130.00,1587668.60
1,3.90,2.80,63930.00,655474.51
2,3.90,2.80,22280.00,763343.55
4,3.90,2.80,17600.00,1043540.21
8,3.90,2.80,13080.00,1587668.60
1,3.90,2.90,65260.00,655474.51
2,3.90,2.90,23550.00,763343.55
4,3.90,2.90,16620.00,1043540.21
8,3.90,2.90,16060.00,1587668.60
1,3.90,3.00,103980.00,655474.51
2,3.90,3.00,22210.00,763343.55
4,3.90,3.00,20840.00,1043540.21
8,3.90,3.00,13480.00,1587668.60
1,3.90,3.10,64280.00,655474.51
2,3.90,3.10,22990.00,763343.55
4,3.90,3.10,17480.00,1043540.21
8,3.90,3.10,13670.00,1587668.60
1,3.90,3.20,64190.00,655474.51
2,3.90,3.20,23390.00,763343.55
4,3.90,3.20,17460.00,1043540.21
8,3.90,3.20,35110.00,1587668.60
1,3.90,3.30,100450.00,655474.51
2,3.90,3.30,24040.00,763343.55
4,3.90,3.30,17830.00,1043540.21
8,3.90,3.30,13710.00,1587668.60
1,3.90,3.40,64300.00,655474.51
2,3.90,3.40,23900.00,763343.55
4,3.90,3.40,17430.00,1043540.21
8,3.90,3.40,13610.00,1587668.60
1,3.90,3.50,64090.00,655474.51
2,3.90,3.50,23310.00,763343.55
4,3.90,3.50,23530.00,1043540.21
8,3.90,3.50,22890.00,1587668.60
1,3.90,3.60,107900.00,655474.51
2,3.90,3.60,22830.00,763343.55
4,3.90,3.60,17670.00,1043540.21
8,3.90,3.60,13330.00,1587668.60
1,3.90,3.70,64130.00,655474.51
2,3.90,3.70,22690.00,763343.55
4,3.90,3.70,16730.00,1043540.21
8,3.90,3.70,13350.00,1587668.60
1,3.90,3.80,64760.00,655474.51
2,3.90,3.80,28200.00,763343.55
4,3.90,3.80,17150.00,1043540.21
8,3.90,3.80,13740.00,1587668.60
1,3.90,3.90,113330.00,655474.51
2,3.90,3.90,22940.00,763343.55
4,3.90,3.90,17340.00,1043540.21
8,3.90,3.90,14140.00,1587668.60
1,3.90,4.00,65120.00,655474.51
2,3.90,4.00,22780.00,763343.55
4,3.90,4.00,17890.00,1043540.21
8,3.90,4.00,15440.00,1587668.60
1,3.90,4.10,63650.00,655474.51
2,3.90,4.10,30420.00,763343.55
4,3.90,4.10,16880.00,1043540.21
8,3.90,4.10,14180.00,1587668.60
1,3.90,4.20,98580.00,655474.51
2,3.90,4.20,21970.00,763343.55
4,3.90,4.20,16680.00,1043540.21
8,3.90,4.20,12920.00,1587668.60
1,3.90,4.30,63290.00,655474.51
2,3.90,4.30,22290.00,763343.55
4,3.90,4.30,16660.00,1043540.21
8,3.90,4.30,13050.00,1587668.60
1,3.90,4.40,70490.00,655474.51
2,3.90,4.40,22330.00,763343.55
4,3.90,4.40,16490.00,1043540.21
8,3.90,4.40,12920.00,1587668.60
1,3.90,4.50,76050.00,655474.51
2,3.90,4.50,58020.00,763343.55
4,3.90,4.50,16450.00,1043540.21
8,3.90,4.50,12830.00,1587668.60
1,3.90,4.60,63670.00,655474.51
2,3.90,4.60,22670.00,763343.55
4,3.90,4.60,16770.00,1043540.21
8,3.90,4.60,13690.00,1587668.60
1,3.90,4.70,66730.00,655474.51
2,3.90,4.70,21900.00,763343.55
4,3.90,4.70,16710.00,1043540.21
8,3.90,4.70,12760.00,1587668.60
1,3.90,4.80,70660.00,655474.51
2,3.90,4.80,43650.00,763343.55
4,3.90,4.80,16680.00,1043540.21
8,3.90,4.80,12830.00,1587668.60
1,3.90,4.90,63790.00,655474.51
2,3.90,4.90,22770.00,763343.55
4,3.90,4.90,23890.00,1043540.21
8,3.90,4.90,13180.00,1587668.60
1,3.90,5.00,63860.00,655474.51
2,3.90,5.00,22220.00,763343.55
4,3.90,5.00,16490.00,1043540.21
8,3.90,5.00,12700.00,1587668.60
1,4.00,0.10,85660.00,655474.51
2,4.00,0.10,45670.00,763343.55
4,4.00,0.10,17820.00,1043540.21
8,4.00,0.10,12780.00,1587668.60
1,4.00,0.20,64620.00,655474.51
2,4.00,0.20,22380.00,763343.55
4,4.00,0.20,28880.00,1043540.21
8,4.00,0.20,15380.00,1587668.60
1,4.00,0.30,65090.00,655474.51
2,4.00,0.30,22190.00,763343.55
4,4.00,0.30,16380.00,1043540.21
8,4.00,0.30,12740.00,1587668.60
1,4.00,0.40,95140.00,655474.51
2,4.00,0.40,22050.00,763343.55
4,4.00,0.40,16640.00,1043540.21
8,4.00,0.40,12750.00,1587668.60
1,4.00,0.50,63290.00,655474.51
2,4.00,0.50,26740.00,763343.55
4,4.00,0.50,16840.00,1043540.21
8,4.00,0.50,12640.00,1587668.60
1,4.00,0.60,63410.00,655474.51
2,4.00,0.60,21740.00,763343.55
4,4.00,0.60,16420.00,1043540.21
8,4.00,0.60,12770.00,1587668.60
1,4.00,0.70,73830.00,655474.51
2,4.00,0.70,50760.00,763343.55
4,4.00,0.70,16680.00,1043540.21
8,4.00,0.70,13440.00,1587668.60
1,4.00,0.80,74040.00,655474.51
2,4.00,0.80,22770.00,763343.55
4,4.00,0.80,16750.00,1043540.21
8,4.00,0.80,12470.00,1587668.60
1,4.00,0.90,63890.00,655474.51
2,4.00,0.90,23490.00,763343.55
4,4.00,0.90,16470.00,1043540.21
8,4.00,0.90,12440.00,1587668.60
1,4.00,1.00,66980.00,655474.51
2,4.00,1.00,55260.00,763343.55
4,4.00,1.00,16290.00,1043540.21
8,4.00,1.00,12880.00,1587668.60
1,4.00,1.10,64640.00,655474.51
2,4.00,1.10,22120.00,763343.55
4,4.00,1.10,16580.00,1043540.21
8,4.00,1.10,12650.00,1587668.60
1,4.00,1.20,63940.00,655474.51
2,4.00,1.20,22220.00,763343.55
4,4.00,1.20,16710.00,1043540.21
8,4.00,1.20,12950.00,1587668.60
1,4.00,1.30,64770.00,655474.51
2,4.00,1.30,54020.00,763343.55
4,4.00,1.30,31830.00,1043540.21
8,4.00,1.30,15250.00,1587668.60
1,4.00,1.40,63760.00,655474.51
2,4.00,1.40,22110.00,763343.55
4,4.00,1.40,18670.00,1043540.21
8,4.00,1.40,12880.00,1587668.60
1,4.00,1.50,63660.00,655474.51
2,4.00,1.50,22180.00,763343.55
4,4.00,1.50,17050.00,1043540.21
8,4.00,1.50,12910.00,1587668.60
1,4.00,1.60,63260.00,655474.51
2,4.00,1.60,60750.00,763343.55
4,4.00,1.60,17510.00,1043540.21
8,4.00,1.60,13020.00,1587668.60
1,4.00,1.70,63270.00,655474.51
2,4.00,1.70,135910.00,763343.55
4,4.00,1.70,17010.00,1043540.21
8,4.00,1.70,12940.00,1587668.60
1,4.00,1.80,63630.00,655474.51
2,4.00,1.80,22350.00,763343.55
4,4.00,1.80,16580.00,1043540.21
8,4.00,1.80,13040.00,1587668.60
1,4.00,1.90,69110.00,655474.51
2,4.00,1.90,63670.00,763343.55
4,4.00,1.90,17680.00,1043540.21
8,4.00,1.90,13630.00,1587668.60
1,4.00,2.00,63810.00,655474.51
2,4.00,2.00,22100.00,763343.55
4,4.00,2.00,16610.00,1043540.21
8,4.00,2.00,12790.00,1587668.60
1,4.00,2.10,64120.00,655474.51
2,4.00,2.10,22080.00,763343.55
4,4.00,2.10,17710.00,1043540.21
8,4.00,2.10,12880.00,1587668.60
1,4.00,2.20,67840.00,655474.51
2,4.00,2.20,54960.00,763343.55
4,4.00,2.20,15840.00,1043540.21
8,4.00,2.20,12920.00,1587668.60
1,4.00,2.30,63500.00,655474.51
2,4.00,2.30,22480.00,763343.55
4,4.00,2.30,16300.00,1043540.21
8,4.00,2.30,12890.00,1587668.60
1,4.00,2.40,63530.00,655474.51
2,4.00,2.40,21270.00,763343.55
4,4.00,2.40,16310.00,1043540.21
8,4.00,2.40,12850.00,1587668.60
1,4.00,2.50,63590.00,655474.51
2,4.00,2.50,32840.00,763343.55
4,4.00,2.50,16470.00,1043540.21
8,4.00,2.50,12750.00,1587668.60
1,4.00,2.60,64090.00,655474.51
2,4.00,2.60,22820.00,763343.55
4,4.00,2.60,17280.00,1043540.21
8,4.00,2.60,13460.00,1587668.60
1,4.00,2.70,64550.00,655474.51
2,4.00,2.70,22370.00,763343.55
4,4.00,2.70,16930.00,1043540.21
8,4.00,2.70,13020.00,1587668.60
1,4.00,2.80,63670.00,655474.51
2,4.00,2.80,22040.00,763343.55
4,4.00,2.80,30490.00,1043540.21
8,4.00,2.80,38160.00,1587668.60
1,4.00,2.90,64560.00,655474.51
2,4.00,2.90,22440.00,763343.55
4,4.00,2.90,16480.00,1043540.21
8,4.00,2.90,12850.00,1587668.60
1,4.00,3.00,63450.00,655474.51
2,4.00,3.00,22000.00,763343.55
4,4.00,3.00,16580.00,1043540.21
8,4.00,3.00,12900.00,1587668.60
1,4.00,3.10,63640.00,655474.51
2,4.00,3.10,21960.00,763343.55
4,4.00,3.10,17850.00,1043540.21
8,4.00,3.10,33030.00,1587668.60
1,4.00,3.20,80660.00,655474.51
2,4.00,3.20,21820.00,763343.55
4,4.00,3.20,16310.00,1043540.21
8,4.00,3.20,12840.00,1587668.60
1,4.00,3.30,63560.00,655474.51
2,4.00,3.30,21990.00,763343.55
4,4.00,3.30,16310.00,1043540.21
8,4.00,3.30,12530.00,1587668.60
1,4.00,3.40,63560.00,655474.51
2,4.00,3.40,22560.00,763343.55
4,4.00,3.40,17620.00,1043540.21
8,4.00,3.40,19720.00,1587668.60
1,4.00,3.50,89380.00,655474.51
2,4.00,3.50,22160.00,763343.55
4,4.00,3.50,16670.00,1043540.21
8,4.00,3.50,13210.00,1587668.60
1,4.00,3.60,63660.00,655474.51
2,4.00,3.60,22160.00,763343.55
4,4.00,3.60,17720.00,1043540.21
8,4.00,3.60,12590.00,1587668.60
1,4.00,3.70,64730.00,655474.51
2,4.00,3.70,28840.00,763343.55
4,4.00,3.70,17920.00,1043540.21
8,4.00,3.70,14140.00,1587668.60
1,4.00,3.80,106400.00,655474.51
2,4.00,3.80,22160.00,763343.55
4,4.00,3.80,16600.00,1043540.21
8,4.00,3.80,12560.00,1587668.60
1,4.00,3.90,63890.00,655474.51
2,4.00,3.90,22310.00,763343.55
4,4.00,3.90,16150.00,1043540.21
8,4.00,3.90,12930.00,1587668.60
1,4.00,4.00,66040.00,655474.51
2,4.00,4.00,22530.00,763343.55
4,4.00,4.00,16660.00,1043540.21
8,4.00,4.00,12990.00,1587668.60
1,4.00,4.10,79660.00,655474.51
2,4.00,4.10,56990.00,763343.55
4,4.00,4.10,16220.00,1043540.21
8,4.00,4.10,13190.00,1587668.60
1,4.00,4.20,64640.00,655474.51
2,4.00,4.20,21870.00,763343.55
4,4.00,4.20,16750.00,1043540.21
8,4.00,4.20,14030.00,1587668.60
1,4.00,4.30,64950.00,655474.51
2,4.00,4.30,22190.00,763343.55
4,4.00,4.30,16500.00,1043540.21
8,4.00,4.30,12550.00,1587668.60
1,4.00,4.40,71120.00,655474.51
2,4.00,4.40,61070.00,763343.55
4,4.00,4.40,16180.00,1043540.21
8,4.00,4.40,12480.00,1587668.60
1,4.00,4.50,63370.00,655474.51
2,4.00,4.50,22460.00,763343.55
4,4.00,4.50,16660.00,1043540.21
