agents,distanceMultiplier,profitMultiplier,time,distance
2,1.40,0.50,22260.00,763343.55
4,1.40,0.50,16570.00,1043540.21
8,1.40,0.50,12320.00,1587668.60
1,1.40,0.60,63440.00,655474.51
2,1.40,0.60,21980.00,763343.55
4,1.40,0.60,16600.00,1043540.21
8,1.40,0.60,13440.00,1587668.60
1,1.40,0.70,64050.00,655474.51
2,1.40,0.70,22510.00,763343.55
4,1.40,0.70,17810.00,1043540.21
8,1.40,0.70,13200.00,1587668.60
1,1.40,0.80,63460.00,655474.51
2,1.40,0.80,22240.00,763343.55
4,1.40,0.80,16430.00,1043540.21
8,1.40,0.80,12890.00,1587668.60
1,1.40,0.90,63370.00,655474.51
2,1.40,0.90,22180.00,763343.55
4,1.40,0.90,16790.00,1043540.21
8,1.40,0.90,13130.00,1587668.60
1,1.40,1.00,63780.00,655474.51
2,1.40,1.00,22290.00,763343.55
4,1.40,1.00,16510.00,1043540.21
8,1.40,1.00,26460.00,1587668.60
1,1.40,1.10,104480.00,655474.51
2,1.40,1.10,42420.00,763343.55
4,1.40,1.10,24460.00,1043540.21
8,1.40,1.10,13150.00,1587668.60
1,1.40,1.20,74350.00,655474.51
2,1.40,1.20,42570.00,763343.55
4,1.40,1.20,40450.00,1043540.21
8,1.40,1.20,118770.00,1587668.60
1,1.40,1.30,203430.00,655474.51
2,1.40,1.30,129120.00,763343.55
4,1.40,1.30,38450.00,1043540.21
8,1.40,1.30,26960.00,1587668.60
1,1.40,1.40,82940.00,655474.51
2,1.40,1.40,29050.00,763343.55
4,1.40,1.40,16950.00,1043540.21
8,1.40,1.40,12990.00,1587668.60
1,1.40,1.50,135980.00,655474.51
2,1.40,1.50,82920.00,763343.55
4,1.40,1.50,18000.00,1043540.21
8,1.40,1.50,12850.00,1587668.60
1,1.40,1.60,63660.00,655474.51
2,1.40,1.60,30620.00,763343.55
4,1.40,1.60,21730.00,1043540.21
8,1.40,1.60,13080.00,1587668.60
1,1.40,1.70,63880.00,655474.51
2,1.40,1.70,52200.00,763343.55
4,1.40,1.70,91730.00,1043540.21
8,1.40,1.70,15990.00,1587668.60
1,1.40,1.80,63620.00,655474.51
2,1.40,1.80,22400.00,763343.55
4,1.40,1.80,22240.00,1043540.21
8,1.40,1.80,21970.00,1587668.60
1,1.40,1.90,63770.00,655474.51
2,1.40,1.90,22010.00,763343.55
4,1.40,1.90,16950.00,1043540.21
8,1.40,1.90,24480.00,1587668.60
1,1.40,2.00,141420.00,655474.51
2,1.40,2.00,23510.00,763343.55
4,1.40,2.00,16570.00,1043540.21
8,1.40,2.00,12870.00,1587668.60
1,1.40,2.10,76340.00,655474.51
2,1.40,2.10,22150.00,763343.55
4,1.40,2.10,16590.00,1043540.21
8,1.40,2.10,12770.00,1587668.60
1,1.40,2.20,63700.00,655474.51
2,1.40,2.20,26000.00,763343.55
4,1.40,2.20,62270.00,1043540.21
8,1.40,2.20,48650.00,1587668.60
1,1.40,2.30,64300.00,655474.51
2,1.40,2.30,23640.00,763343.55
4,1.40,2.30,16290.00,1043540.21
8,1.40,2.30,13530.00,1587668.60
1,1.40,2.40,63960.00,655474.51
2,1.40,2.40,22710.00,763343.55
4,1.40,2.40,17020.00,1043540.21
8,1.40,2.40,16200.00,1587668.60
1,1.40,2.50,109280.00,655474.51
2,1.40,2.50,55410.00,763343.55
4,1.40,2.50,16700.00,1043540.21
8,1.40,2.50,13770.00,1587668.60
1,1.40,2.60,65300.00,655474.51
2,1.40,2.60,24260.00,763343.55
4,1.40,2.60,16840.00,1043540.21
8,1.40,2.60,12820.00,1587668.60
1,1.40,2.70,71750.00,655474.51
2,1.40,2.70,26930.00,763343.55
4,1.40,2.70,20060.00,1043540.21
8,1.40,2.70,59080.00,1587668.60
1,1.40,2.80,115340.00,655474.51
2,1.40,2.80,22550.00,763343.55
4,1.40,2.80,17030.00,1043540.21
8,1.40,2.80,13530.00,1587668.60
1,1.40,2.90,65230.00,655474.51
2,1.40,2.90,23880.00,763343.55
4,1.40,2.90,17490.00,1043540.21
8,1.40,2.90,14420.00,1587668.60
1,1.40,3.00,68370.00,655474.51
2,1.40,3.00,87200.00,763343.55
4,1.40,3.00,59040.00,1043540.21
8,1.40,3.00,13480.00,1587668.60
1,1.40,3.10,65390.00,655474.51
2,1.40,3.10,22960.00,763343.55
4,1.40,3.10,16810.00,1043540.21
8,1.40,3.10,13330.00,1587668.60
1,1.40,3.20,67280.00,655474.51
2,1.40,3.20,22830.00,763343.55
4,1.40,3.20,18230.00,1043540.21
8,1.40,3.20,17400.00,1587668.60
1,1.40,3.30,135200.00,655474.51
2,1.40,3.30,30770.00,763343.55
4,1.40,3.30,17160.00,1043540.21
8,1.40,3.30,14170.00,1587668.60
1,1.40,3.40,65210.00,655474.51
2,1.40,3.40,25090.00,763343.55
4,1.40,3.40,16990.00,1043540.21
8,1.40,3.40,13240.00,1587668.60
1,1.40,3.50,65110.00,655474.51
2,1.40,3.50,22990.00,763343.55
4,1.40,3.50,31140.00,1043540.21
8,1.40,3.50,72140.00,1587668.60
1,1.40,3.60,79580.00,655474.51
2,1.40,3.60,22620.00,763343.55
4,1.40,3.60,16900.00,1043540.21
8,1.40,3.60,13340.00,1587668.60
1,1.40,3.70,66990.00,655474.51
2,1.40,3.70,23240.00,763343.55
4,1.40,3.70,16960.00,1043540.21
8,1.40,3.70,13120.00,1587668.60
1,1.40,3.80,67110.00,655474.51
2,1.40,3.80,75820.00,763343.55
4,1.40,3.80,51860.00,1043540.21
8,1.40,3.80,14360.00,1587668.60
1,1.40,3.90,65300.00,655474.51
2,1.40,3.90,24450.00,763343.55
4,1.40,3.90,17210.00,1043540.21
8,1.40,3.90,13040.00,1587668.60
1,1.40,4.00,64800.00,655474.51
2,1.40,4.00,22880.00,763343.55
4,1.40,4.00,18710.00,1043540.21
8,1.40,4.00,14220.00,1587668.60
1,1.40,4.10,102700.00,655474.51
2,1.40,4.10,36830.00,763343.55
4,1.40,4.10,16990.00,1043540.21
8,1.40,4.10,13060.00,1587668.60
1,1.40,4.20,67740.00,655474.51
2,1.40,4.20,22660.00,763343.55
4,1.40,4.20,16850.00,1043540.21
8,1.40,4.20,12920.00,1587668.60
1,1.40,4.30,64750.00,655474.51
2,1.40,4.30,22540.00,763343.55
4,1.40,4.30,17820.00,1043540.21
8,1.40,4.30,40910.00,1587668.60
1,1.40,4.40,77680.00,655474.51
2,1.40,4.40,22310.00,763343.55
4,1.40,4.40,24140.00,1043540.21
8,1.40,4.40,13320.00,1587668.60
1,1.40,4.50,65160.00,655474.51
2,1.40,4.50,22970.00,763343.55
4,1.40,4.50,17990.00,1043540.21
8,1.40,4.50,13560.00,1587668.60
1,1.40,4.60,65830.00,655474.51
2,1.40,4.60,22710.00,763343.55
4,1.40,4.60,21010.00,1043540.21
8,1.40,4.60,12900.00,1587668.60
1,1.40,4.70,67940.00,655474.51
2,1.40,4.70,23100.00,763343.55
4,1.40,4.70,17700.00,1043540.21
8,1.40,4.70,27590.00,1587668.60
1,1.40,4.80,67630.00,655474.51
2,1.40,4.80,23610.00,763343.55
4,1.40,4.80,17980.00,1043540.21
8,1.40,4.80,13680.00,1587668.60
1,1.40,4.90,65840.00,655474.51
2,1.40,4.90,24250.00,763343.55
4,1.40,4.90,17410.00,1043540.21
8,1.40,4.90,17390.00,1587668.60
1,1.40,5.00,65620.00,655474.51
2,1.40,5.00,23450.00,763343.55
4,1.40,5.00,17740.00,1043540.21
8,1.40,5.00,14010.00,1587668.60
1,1.50,0.10,65870.00,655474.51
2,1.50,0.10,23280.00,763343.55
4,1.50,0.10,17370.00,1043540.21
8,1.50,0.10,13970.00,1587668.60
1,1.50,0.20,66010.00,655474.51
2,1.50,0.20,23590.00,763343.55
4,1.50,0.20,17610.00,1043540.21
8,1.50,0.20,14040.00,1587668.60
1,1.50,0.30,69840.00,655474.51
2,1.50,0.30,23560.00,763343.55
4,1.50,0.30,17450.00,1043540.21
8,1.50,0.30,14500.00,1587668.60
1,1.50,0.40,67110.00,655474.51
2,1.50,0.40,23210.00,763343.55
4,1.50,0.40,17370.00,1043540.21
8,1.50,0.40,13840.00,1587668.60
1,1.50,0.50,65960.00,655474.51
2,1.50,0.50,23760.00,763343.55
4,1.50,0.50,17570.00,1043540.21
8,1.50,0.50,13580.00,1587668.60
1,1.50,0.60,65670.00,655474.51
2,1.50,0.60,23600.00,763343.55
4,1.50,0.60,20370.00,1043540.21
8,1.50,0.60,14040.00,1587668.60
1,1.50,0.70,66200.00,655474.51
2,1.50,0.70,22470.00,763343.55
4,1.50,0.70,16970.00,1043540.21
8,1.50,0.70,13280.00,1587668.60
1,1.50,0.80,65220.00,655474.51
2,1.50,0.80,22790.00,763343.55
4,1.50,0.80,17280.00,1043540.21
8,1.50,0.80,13120.00,1587668.60
1,1.50,0.90,63480.00,655474.51
2,1.50,0.90,22430.00,763343.55
4,1.50,0.90,16770.00,1043540.21
8,1.50,0.90,19710.00,1587668.60
1,1.50,1.00,68280.00,655474.51
2,1.50,1.00,22520.00,763343.55
4,1.50,1.00,16700.00,1043540.21
8,1.50,1.00,12960.00,1587668.60
1,1.50,1.10,63400.00,655474.51
2,1.50,1.10,22170.00,763343.55
4,1.50,1.10,16540.00,1043540.21
8,1.50,1.10,12980.00,1587668.60
1,1.50,1.20,63300.00,655474.51
2,1.50,1.20,22040.00,763343.55
4,1.50,1.20,16500.00,1043540.21
8,1.50,1.20,12910.00,1587668.60
1,1.50,1.30,67280.00,655474.51
2,1.50,1.30,23750.00,763343.55
4,1.50,1.30,16600.00,1043540.21
8,1.50,1.30,12700.00,1587668.60
1,1.50,1.40,63140.00,655474.51
2,1.50,1.40,22320.00,763343.55
4,1.50,1.40,16680.00,1043540.21
8,1.50,1.40,13400.00,1587668.60
1,1.50,1.50,63440.00,655474.51
2,1.50,1.50,21980.00,763343.55
4,1.50,1.50,16170.00,1043540.21
8,1.50,1.50,12460.00,1587668.60
1,1.50,1.60,63850.00,655474.51
2,1.50,1.60,22450.00,763343.55
4,1.50,1.60,28100.00,1043540.21
8,1.50,1.60,12430.00,1587668.60
1,1.50,1.70,63490.00,655474.51
2,1.50,1.70,21930.00,763343.55
4,1.50,1.70,16620.00,1043540.21
8,1.50,1.70,12950.00,1587668.60
1,1.50,1.80,63420.00,655474.51
2,1.50,1.80,21740.00,763343.55
4,1.50,1.80,16860.00,1043540.21
8,1.50,1.80,12750.00,1587668.60
1,1.50,1.90,64000.00,655474.51
2,1.50,1.90,21910.00,763343.55
4,1.50,1.90,16430.00,1043540.21
8,1.50,1.90,13140.00,1587668.60
1,1.50,2.00,69170.00,655474.51
2,1.50,2.00,22500.00,763343.55
4,1.50,2.00,16530.00,1043540.21
8,1.50,2.00,12910.00,1587668.60
1,1.50,2.10,63510.00,655474.51
2,1.50,2.10,21940.00,763343.55
4,1.50,2.10,16410.00,1043540.21
8,1.50,2.10,12890.00,1587668.60
1,1.50,2.20,63750.00,655474.51
2,1.50,2.20,23400.00,763343.55
4,1.50,2.20,17420.00,1043540.21
8,1.50,2.20,23010.00,1587668.60
1,1.50,2.30,63460.00,655474.51
2,1.50,2.30,27780.00,763343.55
4,1.50,2.30,16810.00,1043540.21
8,1.50,2.30,12910.00,1587668.60
1,1.50,2.40,63480.00,655474.51
2,1.50,2.40,22260.00,763343.55
4,1.50,2.40,16690.00,1043540.21
8,1.50,2.40,13110.00,1587668.60
1,1.50,2.50,63620.00,655474.51
2,1.50,2.50,21840.00,763343.55
4,1.50,2.50,16680.00,1043540.21
8,1.50,2.50,12660.00,1587668.60
1,1.50,2.60,64910.00,655474.51
2,1.50,2.60,21920.00,763343.55
4,1.50,2.60,16730.00,1043540.21
8,1.50,2.60,20480.00,1587668.60
1,1.50,2.70,63980.00,655474.51
2,1.50,2.70,22390.00,763343.55
4,1.50,2.70,16090.00,1043540.21
8,1.50,2.70,12930.00,1587668.60
1,1.50,2.80,63420.00,655474.51
2,1.50,2.80,22310.00,763343.55
4,1.50,2.80,16390.00,1043540.21
8,1.50,2.80,12890.00,1587668.60
1,1.50,2.90,63490.00,655474.51
2,1.50,2.90,22030.00,763343.55
4,1.50,2.90,16270.00,1043540.21
8,1.50,2.90,12760.00,1587668.60
1,1.50,3.00,64390.00,655474.51
2,1.50,3.00,25730.00,763343.55
4,1.50,3.00,16360.00,1043540.21
8,1.50,3.00,12980.00,1587668.60
1,1.50,3.10,64100.00,655474.51
2,1.50,3.10,22300.00,763343.55
4,1.50,3.10,16700.00,1043540.21
8,1.50,3.10,12770.00,1587668.60
1,1.50,3.20,64000.00,655474.51
2,1.50,3.20,22280.00,763343.55
4,1.50,3.20,16740.00,1043540.21
8,1.50,3.20,12560.00,1587668.60
1,1.50,3.30,63390.00,655474.51
2,1.50,3.30,22160.00,763343.55
4,1.50,3.30,17910.00,1043540.21
8,1.50,3.30,17980.00,1587668.60
1,1.50,3.40,63770.00,655474.51
2,1.50,3.40,22250.00,763343.55
4,1.50,3.40,16840.00,1043540.21
8,1.50,3.40,13130.00,1587668.60
1,1.50,3.50,63630.00,655474.51
2,1.50,3.50,22400.00,763343.55
4,1.50,3.50,21520.00,1043540.21
8,1.50,3.50,12640.00,1587668.60
1,1.50,3.60,63700.00,655474.51
2,1.50,3.60,22170.00,763343.55
4,1.50,3.60,16620.00,1043540.21
8,1.50,3.60,13910.00,1587668.60
1,1.50,3.70,65330.00,655474.51
2,1.50,3.70,22580.00,763343.55
4,1.50,3.70,16320.00,1043540.21
8,1.50,3.70,12800.00,1587668.60
1,1.50,3.80,64000.00,655474.51
2,1.50,3.80,21950.00,763343.55
4,1.50,3.80,16160.00,1043540.21
8,1.50,3.80,24310.00,1587668.60
1,1.50,3.90,64550.00,655474.51
2,1.50,3.90,22310.00,763343.55
4,1.50,3.90,16580.00,1043540.21
8,1.50,3.90,12950.00,1587668.60
1,1.50,4.00,63510.00,655474.51
2,1.50,4.00,29720.00,763343.55
4,1.50,4.00,16850.00,1043540.21
8,1.50,4.00,12780.00,1587668.60
1,1.50,4.10,63400.00,655474.51
2,1.50,4.10,21910.00,763343.55
4,1.50,4.10,16280.00,1043540.21
8,1.50,4.10,12840.00,1587668.60
1,1.50,4.20,66420.00,655474.51
2,1.50,4.20,21830.00,763343.55
4,1.50,4.20,16780.00,1043540.21
8,1.50,4.20,12870.00,1587668.60
1,1.50,4.30,63410.00,655474.51
2,1.50,4.30,21820.00,763343.55
4,1.50,4.30,16540.00,1043540.21
8,1.50,4.30,13630.00,1587668.60
1,1.50,4.40,63250.00,655474.51
2,1.50,4.40,21840.00,763343.55
4,1.50,4.40,16560.00,1043540.21
8,1.50,4.40,12450.00,1587668.60
1,1.50,4.50,63770.00,655474.51
2,1.50,4.50,25500.00,763343.55
4,1.50,4.50,16680.00,1043540.21
8,1.50,4.50,12940.00,1587668.60
1,1.50,4.60,63930.00,655474.51
2,1.50,4.60,22210.00,763343.55
4,1.50,4.60,16270.00,1043540.21
8,1.50,4.60,12970.00,1587668.60
1,1.50,4.70,63490.00,655474.51
2,1.50,4.70,23690.00,763343.55
4,1.50,4.70,17180.00,1043540.21
8,1.50,4.70,13740.00,1587668.60
1,1.50,4.80,64460.00,655474.51
2,1.50,4.80,26970.00,763343.55
4,1.50,4.80,16720.00,1043540.21
8,1.50,4.80,12630.00,1587668.60
1,1.50,4.90,63910.00,655474.51
2,1.50,4.90,22030.00,763343.55
4,1.50,4.90,16520.00,1043540.21
8,1.50,4.90,12740.00,1587668.60
1,1.50,5.00,63640.00,655474.51
2,1.50,5.00,22640.00,763343.55
4,1.50,5.00,16770.00,1043540.21
8,1.50,5.00,12790.00,1587668.60
1,1.60,0.10,63480.00,655474.51
2,1.60,0.10,22310.00,763343.55
4,1.60,0.10,16530.00,1043540.21
8,1.60,0.10,12650.00,1587668.60
1,1.60,0.20,63490.00,655474.51
2,1.60,0.20,22420.00,763343.55
4,1.60,0.20,16600.00,1043540.21
8,1.60,0.20,13100.00,1587668.60
1,1.60,0.30,63080.00,655474.51
2,1.60,0.30,21980.00,763343.55
4,1.60,0.30,16710.00,1043540.21
8,1.60,0.30,12520.00,1587668.60
1,1.60,0.40,63610.00,655474.51
2,1.60,0.40,22050.00,763343.55
4,1.60,0.40,16490.00,1043540.21
8,1.60,0.40,12700.00,1587668.60
1,1.60,0.50,66360.00,655474.51
2,1.60,0.50,21740.00,763343.55
4,1.60,0.50,16590.00,1043540.21
8,1.60,0.50,12770.00,1587668.60
1,1.60,0.60,63570.00,655474.51
2,1.60,0.60,22790.00,763343.55
4,1.60,0.60,16850.00,1043540.21
8,1.60,0.60,13120.00,1587668.60
1,1.60,0.70,63530.00,655474.51
2,1.60,0.70,22210.00,763343.55
4,1.60,0.70,16390.00,1043540.21
8,1.60,0.70,12660.00,1587668.60
1,1.60,0.80,66170.00,655474.51
2,1.60,0.80,21870.00,763343.55
4,1.60,0.80,16590.00,1043540.21
8,1.60,0.80,12940.00,1587668.60
1,1.60,0.90,63520.00,655474.51
2,1.60,0.90,22470.00,763343.55
4,1.60,0.90,16570.00,1043540.21
8,1.60,0.90,13010.00,1587668.60
1,1.60,1.00,63620.00,655474.51
2,1.60,1.00,22350.00,763343.55
4,1.60,1.00,16650.00,1043540.21
8,1.60,1.00,12820.00,1587668.60
1,1.60,1.10,63820.00,655474.51
2,1.60,1.10,45210.00,763343.55
4,1.60,1.10,32920.00,1043540.21
8,1.60,1.10,27790.00,1587668.60
1,1.60,1.20,63530.00,655474.51
2,1.60,1.20,22450.00,763343.55
4,1.60,1.20,16660.00,1043540.21
8,1.60,1.20,12800.00,1587668.60
1,1.60,1.30,63830.00,655474.51
2,1.60,1.30,22090.00,763343.55
4,1.60,1.30,16620.00,1043540.21
8,1.60,1.30,14110.00,1587668.60
1,1.60,1.40,103520.00,655474.51
2,1.60,1.40,22090.00,763343.55
4,1.60,1.40,16340.00,1043540.21
8,1.60,1.40,12890.00,1587668.60
1,1.60,1.50,63420.00,655474.51
2,1.60,1.50,22210.00,763343.55
4,1.60,1.50,16680.00,1043540.21
8,1.60,1.50,12620.00,1587668.60
1,1.60,1.60,63930.00,655474.51
2,1.60,1.60,21780.00,763343.55
4,1.60,1.60,16310.00,1043540.21
8,1.60,1.60,13080.00,1587668.60
1,1.60,1.70,75230.00,655474.51
2,1.60,1.70,22420.00,763343.55
4,1.60,1.70,16270.00,1043540.21
8,1.60,1.70,13080.00,1587668.60
1,1.60,1.80,63490.00,655474.51
2,1.60,1.80,21960.00,763343.55
4,1.60,1.80,17080.00,1043540.21
8,1.60,1.80,12750.00,1587668.60
1,1.60,1.90,63370.00,655474.51
2,1.60,1.90,22640.00,763343.55
4,1.60,1.90,16800.00,1043540.21
8,1.60,1.90,12890.00,1587668.60
1,1.60,2.00,65390.00,655474.51
2,1.60,2.00,26720.00,763343.55
4,1.60,2.00,16390.00,1043540.21
8,1.60,2.00,12830.00,1587668.60
1,1.60,2.10,63500.00,655474.51
2,1.60,2.10,22190.00,763343.55
4,1.60,2.10,16570.00,1043540.21
8,1.60,2.10,13010.00,1587668.60
1,1.60,2.20,63910.00,655474.51
2,1.60,2.20,22290.00,763343.55
4,1.60,2.20,16400.00,1043540.21
8,1.60,2.20,12690.00,1587668.60
1,1.60,2.30,65420.00,655474.51
2,1.60,2.30,37890.00,763343.55
4,1.60,2.30,37930.00,1043540.21
8,1.60,2.30,19120.00,1587668.60
1,1.60,2.40,99410.00,655474.51
2,1.60,2.40,33580.00,763343.55
4,1.60,2.40,23940.00,1043540.21
8,1.60,2.40,18360.00,1587668.60
1,1.60,2.50,99480.00,655474.51
2,1.60,2.50,35970.00,763343.55
4,1.60,2.50,24120.00,1043540.21
8,1.60,2.50,22610.00,1587668.60
1,1.60,2.60,99070.00,655474.51
2,1.60,2.60,33560.00,763343.55
4,1.60,2.60,24060.00,1043540.21
8,1.60,2.60,18390.00,1587668.60
1,1.60,2.70,99510.00,655474.51
2,1.60,2.70,29410.00,763343.55
4,1.60,2.70,16580.00,1043540.21
8,1.60,2.70,12740.00,1587668.60
1,1.60,2.80,64720.00,655474.51
2,1.60,2.80,38090.00,763343.55
4,1.60,2.80,16290.00,1043540.21
8,1.60,2.80,12800.00,1587668.60
1,1.60,2.90,63050.00,655474.51
2,1.60,2.90,21930.00,763343.55
4,1.60,2.90,17580.00,1043540.21
8,1.60,2.90,13020.00,1587668.60
1,1.60,3.00,63430.00,655474.51
2,1.60,3.00,22020.00,763343.55
4,1.60,3.00,18570.00,1043540.21
8,1.60,3.00,12730.00,1587668.60
1,1.60,3.10,63590.00,655474.51
2,1.60,3.10,21970.00,763343.55
4,1.60,3.10,16800.00,1043540.21
8,1.60,3.10,12840.00,1587668.60
1,1.60,3.20,63420.00,655474.51
2,1.60,3.20,22140.00,763343.55
4,1.60,3.20,16580.00,1043540.21
8,1.60,3.20,13030.00,1587668.60
1,1.60,3.30,63550.00,655474.51
2,1.60,3.30,22320.00,763343.55
4,1.60,3.30,19400.00,1043540.21
8,1.60,3.30,15370.00,1587668.60
1,1.60,3.40,64020.00,655474.51
2,1.60,3.40,22360.00,763343.55
4,1.60,3.40,16520.00,1043540.21
8,1.60,3.40,12600.00,1587668.60
1,1.60,3.50,80630.00,655474.51
2,1.60,3.50,22020.00,763343.55
4,1.60,3.50,16620.00,1043540.21
8,1.60,3.50,13010.00,1587668.60
1,1.60,3.60,63440.00,655474.51
2,1.60,3.60,22130.00,763343.55
4,1.60,3.60,16510.00,1043540.21
8,1.60,3.60,19330.00,1587668.60
1,1.60,3.70,63270.00,655474.51
2,1.60,3.70,22190.00,763343.55
4,1.60,3.70,16460.00,1043540.21
8,1.60,3.70,12800.00,1587668.60
1,1.60,3.80,63290.00,655474.51
2,1.60,3.80,27220.00,763343.55
4,1.60,3.80,16210.00,1043540.21
8,1.60,3.80,12790.00,1587668.60
1,1.60,3.90,63820.00,655474.51
2,1.60,3.90,21940.00,763343.55
4,1.60,3.90,16540.00,1043540.21
8,1.60,3.90,12450.00,1587668.60
1,1.60,4.00,75060.00,655474.51
2,1.60,4.00,27730.00,763343.55
4,1.60,4.00,16410.00,1043540.21
8,1.60,4.00,12610.00,1587668.60
1,1.60,4.10,63500.00,655474.51
2,1.60,4.10,21910.00,763343.55
4,1.60,4.10,18040.00,1043540.21
8,1.60,4.10,22270.00,1587668.60
1,1.60,4.20,63150.00,655474.51
2,1.60,4.20,22290.00,763343.55
4,1.60,4.20,16450.00,1043540.21
8,1.60,4.20,12700.00,1587668.60
1,1.60,4.30,70260.00,655474.51
2,1.60,4.30,22080.00,763343.55
4,1.60,4.30,16660.00,1043540.21
8,1.60,4.30,12860.00,1587668.60
1,1.60,4.40,63300.00,655474.51
2,1.60,4.40,22300.00,763343.55
4,1.60,4.40,16730.00,1043540.21
8,1.60,4.40,12840.00,1587668.60
1,1.60,4.50,80920.00,655474.51
2,1.60,4.50,22140.00,763343.55
4,1.60,4.50,16310.00,1043540.21
8,1.60,4.50,12840.00,1587668.60
1,1.60,4.60,63600.00,655474.51
2,1.60,4.60,22540.00,763343.55
4,1.60,4.60,16780.00,1043540.21
8,1.60,4.60,12800.00,1587668.60
1,1.60,4.70,63850.00,655474.51
2,1.60,4.70,22030.00,763343.55
4,1.60,4.70,16860.00,1043540.21
8,1.60,4.70,12670.00,1587668.60
1,1.60,4.80,64280.00,655474.51
2,1.60,4.80,28950.00,763343.55
4,1.60,4.80,16980.00,1043540.21
8,1.60,4.80,13000.00,1587668.60
1,1.60,4.90,62950.00,655474.51
2,1.60,4.90,22410.00,763343.55
4,1.60,4.90,16480.00,1043540.21
8,1.60,4.90,12650.00,1587668.60
1,1.60,5.00,63350.00,655474.51
2,1.60,5.00,22140.00,763343.55
4,1.60,5.00,16750.00,1043540.21
8,1.60,5.00,12850.00,1587668.60
1,1.70,0.10,63760.00,655474.51
2,1.70,0.10,22330.00,763343.55
4,1.70,0.10,16450.00,1043540.21
8,1.70,0.10,14700.00,1587668.60
1,1.70,0.20,63830.00,655474.51
2,1.70,0.20,22170.00,763343.55
4,1.70,0.20,16860.00,1043540.21
8,1.70,0.20,12740.00,1587668.60
1,1.70,0.30,63770.00,655474.51
2,1.70,0.30,22230.00,763343.55
4,1.70,0.30,16700.00,1043540.21
8,1.70,0.30,12730.00,1587668.60
1,1.70,0.40,63260.00,655474.51
2,1.70,0.40,22540.00,763343.55
4,1.70,0.40,16500.00,1043540.21
8,1.70,0.40,13180.00,1587668.60
1,1.70,0.50,64670.00,655474.51
2,1.70,0.50,22280.00,763343.55
4,1.70,0.50,16670.00,1043540.21
8,1.70,0.50,14640.00,1587668.60
1,1.70,0.60,65180.00,655474.51
2,1.70,0.60,23760.00,763343.55
4,1.70,0.60,17860.00,1043540.21
8,1.70,0.60,14050.00,1587668.60
1,1.70,0.70,64650.00,655474.51
2,1.70,0.70,23670.00,763343.55
4,1.70,0.70,17770.00,1043540.21
8,1.70,0.70,13410.00,1587668.60
1,1.70,0.80,64850.00,655474.51
2,1.70,0.80,23450.00,763343.55
4,1.70,0.80,18520.00,1043540.21
8,1.70,0.80,13450.00,1587668.60
1,1.70,0.90,69590.00,655474.51
2,1.70,0.90,23230.00,763343.55
4,1.70,0.90,17420.00,1043540.21
8,1.70,0.90,13750.00,1587668.60
1,1.70,1.00,64330.00,655474.51
2,1.70,1.00,22900.00,763343.55
4,1.70,1.00,17990.00,1043540.21
8,1.70,1.00,13730.00,1587668.60
1,1.70,1.10,64940.00,655474.51
2,1.70,1.10,23110.00,763343.55
4,1.70,1.10,17180.00,1043540.21
8,1.70,1.10,13920.00,1587668.60
1,1.70,1.20,68990.00,655474.51
2,1.70,1.20,23980.00,763343.55
4,1.70,1.20,17560.00,1043540.21
8,1.70,1.20,14170.00,1587668.60
1,1.70,1.30,65380.00,655474.51
2,1.70,1.30,23280.00,763343.55
4,1.70,1.30,17680.00,1043540.21
8,1.70,1.30,13680.00,1587668.60
1,1.70,1.40,64800.00,655474.51
2,1.70,1.40,88880.00,763343.55
4,1.70,1.40,18930.00,1043540.21
8,1.70,1.40,15150.00,1587668.60
1,1.70,1.50,67220.00,655474.51
2,1.70,1.50,34790.00,763343.55
4,1.70,1.50,19380.00,1043540.21
8,1.70,1.50,15020.00,1587668.60
1,1.70,1.60,71340.00,655474.51
2,1.70,1.60,27170.00,763343.55
4,1.70,1.60,20630.00,1043540.21
8,1.70,1.60,13590.00,1587668.60
1,1.70,1.70,64350.00,655474.51
2,1.70,1.70,22660.00,763343.55
4,1.70,1.70,16920.00,1043540.21
8,1.70,1.70,12840.00,1587668.60
1,1.70,1.80,64760.00,655474.51
2,1.70,1.80,22250.00,763343.55
4,1.70,1.80,16690.00,1043540.21
8,1.70,1.80,12900.00,1587668.60
1,1.70,1.90,63630.00,655474.51
2,1.70,1.90,22360.00,763343.55
4,1.70,1.90,16230.00,1043540.21
8,1.70,1.90,14420.00,1587668.60
1,1.70,2.00,65580.00,655474.51
2,1.70,2.00,23300.00,763343.55
4,1.70,2.00,17540.00,1043540.21
8,1.70,2.00,13340.00,1587668.60
1,1.70,2.10,65550.00,655474.51
2,1.70,2.10,30130.00,763343.55
4,1.70,2.10,16010.00,1043540.21
8,1.70,2.10,12870.00,1587668.60
1,1.70,2.20,63560.00,655474.51
2,1.70,2.20,22110.00,763343.55
4,1.70,2.20,16650.00,1043540.21
8,1.70,2.20,12890.00,1587668.60
1,1.70,2.30,64020.00,655474.51
2,1.70,2.30,22450.00,763343.55
4,1.70,2.30,17110.00,1043540.21
8,1.70,2.30,12890.00,1587668.60
1,1.70,2.40,64020.00,655474.51
2,1.70,2.40,22470.00,763343.55
4,1.70,2.40,16340.00,1043540.21
8,1.70,2.40,12960.00,1587668.60
1,1.70,2.50,63690.00,655474.51
2,1.70,2.50,22270.00,763343.55
